,nodes_name,new_name
0,118,1
1,201,2
2,258,3
3,182,4
4,152,5
5,162,6
6,47,7
7,144,8
8,263,9
9,301,10
10,221,11
11,321,12
12,203,13
13,65,14
14,306,15
15,297,16
16,253,17
17,183,18
18,307,19
19,169,20
20,216,21
21,212,22
22,274,23
23,92,24
24,68,25
25,91,26
26,125,27
27,189,28
28,305,29
29,202,30
30,222,31
31,80,32
32,273,33
33,250,34
34,126,35
35,204,36
36,127,37
37,186,38
38,148,39
39,129,40
40,76,41
41,78,42
42,163,43
43,70,44
44,114,45
45,77,46
46,261,47
47,248,48
48,150,49
49,311,50
50,146,51
51,147,52
52,112,53
53,313,54
54,67,55
55,219,56
56,299,57
57,293,58
58,177,59
59,310,60
60,232,61
61,296,62
62,123,63
63,172,64
64,292,65
65,167,66
66,197,67
67,246,68
68,94,69
69,276,70
70,225,71
71,284,72
72,133,73
73,239,74
74,218,75
75,128,76
76,251,77
77,254,78
78,275,79
79,198,80
80,308,81
81,240,82
82,213,83
83,286,84
84,271,85
85,281,86
86,267,87
87,242,88
88,309,89
89,206,90
90,81,91
91,220,92
92,290,93
93,266,94
94,226,95
95,270,96
96,142,97
97,241,98
98,278,99
99,279,100
100,291,101
101,247,102
102,304,103
103,184,104
104,280,105
105,153,106
106,257,107
107,269,108
108,168,109
109,255,110
110,166,111
111,109,112
112,230,113
113,179,114
114,174,115
115,176,116
116,131,117
117,217,118
118,119,119
119,288,120
120,161,121
121,159,122
122,95,123
123,256,124
124,260,125
125,157,126
126,237,127
127,322,128
128,249,129
129,298,130
130,287,131
131,283,132
132,192,133
133,300,134
134,137,135
135,234,136
136,223,137
137,132,138
138,295,139
139,215,140
140,272,141
141,265,142
142,289,143
143,316,144
144,245,145
145,214,146
146,331,147
147,244,148
148,178,149
149,185,150
150,236,151
151,324,152
152,45,153
153,90,154
154,130,155
155,75,156
156,140,157
157,82,158
158,51,159
159,175,160
160,50,161
161,106,162
162,41,163
163,99,164
164,143,165
165,96,166
166,264,167
167,136,168
168,71,169
169,100,170
170,84,171
171,312,172
172,329,173
173,318,174
174,319,175
175,314,176
176,317,177
177,326,178
178,315,179
179,160,180
180,196,181
181,43,182
182,156,183
183,56,184
184,74,185
185,86,186
186,252,187
187,235,188
188,243,189
189,238,190
190,227,191
191,104,192
192,89,193
193,141,194
194,302,195
195,285,196
196,325,197
197,59,198
198,54,199
199,66,200
200,262,201
201,233,202
202,229,203
203,191,204
204,93,205
205,8,206
206,26,207
207,4,208
208,13,209
209,23,210
210,3,211
211,2,212
212,5,213
213,36,214
214,16,215
215,6,216
216,35,217
217,28,218
218,30,219
219,101,220
220,327,221
221,330,222
222,328,223
223,46,224
224,55,225
225,58,226
226,83,227
227,85,228
228,97,229
229,181,230
230,188,231
231,170,232
232,73,233
233,332,234
234,303,235
235,199,236
236,205,237
237,200,238
238,149,239
239,72,240
240,120,241
241,105,242
242,134,243
243,139,244
244,135,245
245,224,246
246,33,247
247,29,248
248,31,249
249,22,250
250,1,251
251,108,252
252,151,253
253,116,254
254,87,255
255,57,256
256,62,257
257,63,258
258,40,259
259,61,260
260,111,261
261,259,262
262,173,263
263,158,264
264,171,265
265,113,266
266,69,267
267,117,268
268,79,269
269,110,270
270,210,271
271,190,272
272,53,273
273,32,274
274,52,275
275,294,276
276,115,277
277,103,278
278,39,279
279,7,280
280,21,281
281,18,282
282,17,283
283,12,284
284,20,285
285,19,286
286,10,287
287,9,288
288,14,289
289,15,290
290,208,291
291,187,292
292,44,293
293,228,294
294,282,295
295,121,296
296,323,297
297,98,298
298,27,299
299,42,300
300,138,301
301,124,302
302,268,303
303,154,304
304,164,305
305,193,306
306,102,307
307,107,308
308,88,309
309,231,310
310,24,311
311,277,312
312,180,313
313,48,314
314,49,315
315,211,316
316,209,317
317,155,318
318,122,319
319,145,320
320,60,321
321,64,322
322,194,323
323,165,324
324,195,325
325,38,326
326,37,327
327,25,328
328,320,329
329,207,330
330,34,331
331,11,332
