,nodes_name,new_name
0,1,1
1,1589,2
2,3,3
3,2,4
4,4,5
5,5,6
6,6,7
7,8,8
8,7,9
9,9,10
10,10,11
11,11,12
12,13,13
13,12,14
14,14,15
15,15,16
16,17,17
17,16,18
18,18,19
19,21,20
20,20,21
21,22,22
22,24,23
23,23,24
24,25,25
25,28,26
26,27,27
27,29,28
28,31,29
29,30,30
30,32,31
31,33,32
32,34,33
33,36,34
34,35,35
35,37,36
36,38,37
37,39,38
38,40,39
39,43,40
40,42,41
41,45,42
42,44,43
43,46,44
44,48,45
45,47,46
46,49,47
47,50,48
48,51,49
49,52,50
50,53,51
51,54,52
52,55,53
53,56,54
54,57,55
55,58,56
56,60,57
57,59,58
58,61,59
59,63,60
60,62,61
61,64,62
62,65,63
63,67,64
64,66,65
65,68,66
66,70,67
67,69,68
68,71,69
69,72,70
70,74,71
71,73,72
72,75,73
73,76,74
74,78,75
75,77,76
76,79,77
77,80,78
78,82,79
79,81,80
80,83,81
81,85,82
82,84,83
83,86,84
84,88,85
85,87,86
86,90,87
87,92,88
88,91,89
89,93,90
90,95,91
91,94,92
92,96,93
93,97,94
94,98,95
95,99,96
96,100,97
97,103,98
98,102,99
99,104,100
100,106,101
101,105,102
102,107,103
103,109,104
104,108,105
105,112,106
106,111,107
107,114,108
108,113,109
109,117,110
110,116,111
111,119,112
112,118,113
113,121,114
114,120,115
115,123,116
116,122,117
117,124,118
118,127,119
119,126,120
120,128,121
121,130,122
122,129,123
123,131,124
124,132,125
125,133,126
126,134,127
127,136,128
128,135,129
129,138,130
130,137,131
131,140,132
132,139,133
133,141,134
134,142,135
135,143,136
136,144,137
137,145,138
138,146,139
139,147,140
140,148,141
141,149,142
142,150,143
143,151,144
144,152,145
145,154,146
146,153,147
147,155,148
148,156,149
149,157,150
150,158,151
151,161,152
152,160,153
153,163,154
154,162,155
155,165,156
156,164,157
157,167,158
158,166,159
159,170,160
160,169,161
161,171,162
162,173,163
163,172,164
164,174,165
165,176,166
166,175,167
167,177,168
168,180,169
169,179,170
170,181,171
171,183,172
172,182,173
173,184,174
174,185,175
175,186,176
176,188,177
177,187,178
178,189,179
179,190,180
180,191,181
181,192,182
182,193,183
183,194,184
184,196,185
185,195,186
186,197,187
187,198,188
188,199,189
189,201,190
190,200,191
191,202,192
192,203,193
193,206,194
194,205,195
195,208,196
196,207,197
197,209,198
198,211,199
199,210,200
200,212,201
201,214,202
202,213,203
203,215,204
204,216,205
205,217,206
206,218,207
207,219,208
208,220,209
209,221,210
210,222,211
211,223,212
212,224,213
213,225,214
214,227,215
215,226,216
216,229,217
217,228,218
218,230,219
219,231,220
220,234,221
221,233,222
222,235,223
223,238,224
224,237,225
225,240,226
226,239,227
227,241,228
228,243,229
229,242,230
230,245,231
231,244,232
232,246,233
233,247,234
234,249,235
235,248,236
236,250,237
237,251,238
238,252,239
239,255,240
240,254,241
241,256,242
242,259,243
243,258,244
244,261,245
245,260,246
246,263,247
247,262,248
248,264,249
249,265,250
250,266,251
251,267,252
252,268,253
253,269,254
254,271,255
255,270,256
256,274,257
257,273,258
258,275,259
259,277,260
260,276,261
261,278,262
262,280,263
263,279,264
264,281,265
265,282,266
266,283,267
267,284,268
268,285,269
269,287,270
270,286,271
271,288,272
272,289,273
273,291,274
274,290,275
275,292,276
276,294,277
277,293,278
278,297,279
279,296,280
280,298,281
281,299,282
282,300,283
283,301,284
284,302,285
285,303,286
286,304,287
287,305,288
288,306,289
289,307,290
290,308,291
291,309,292
292,310,293
293,312,294
294,311,295
295,314,296
296,313,297
297,315,298
298,316,299
299,317,300
300,319,301
301,318,302
302,321,303
303,320,304
304,322,305
305,323,306
306,324,307
307,325,308
308,327,309
309,326,310
310,328,311
311,329,312
312,330,313
313,331,314
314,333,315
315,332,316
316,334,317
317,335,318
318,337,319
319,336,320
320,339,321
321,338,322
322,340,323
323,341,324
324,343,325
325,342,326
326,344,327
327,345,328
328,346,329
329,347,330
330,349,331
331,348,332
332,350,333
333,351,334
334,352,335
335,353,336
336,355,337
337,354,338
338,356,339
339,358,340
340,357,341
341,359,342
342,360,343
343,361,344
344,362,345
345,363,346
346,364,347
347,365,348
348,367,349
349,366,350
350,368,351
351,369,352
352,370,353
353,371,354
354,373,355
355,372,356
356,374,357
357,375,358
358,376,359
359,377,360
360,378,361
361,380,362
362,379,363
363,381,364
364,383,365
365,382,366
366,384,367
367,386,368
368,385,369
369,387,370
370,388,371
371,389,372
372,390,373
373,391,374
374,392,375
375,394,376
376,393,377
377,395,378
378,396,379
379,398,380
380,397,381
381,399,382
382,400,383
383,401,384
384,402,385
385,403,386
386,404,387
387,405,388
388,406,389
389,409,390
390,408,391
391,410,392
392,411,393
393,412,394
394,413,395
395,415,396
396,414,397
397,416,398
398,417,399
399,419,400
400,418,401
401,421,402
402,423,403
403,422,404
404,424,405
405,426,406
406,425,407
407,427,408
408,428,409
409,429,410
410,431,411
411,430,412
412,432,413
413,434,414
414,433,415
415,435,416
416,437,417
417,436,418
418,438,419
419,439,420
420,440,421
421,441,422
422,443,423
423,442,424
424,445,425
425,444,426
426,447,427
427,446,428
428,448,429
429,449,430
430,450,431
431,453,432
432,452,433
433,454,434
434,455,435
435,456,436
436,457,437
437,458,438
438,459,439
439,461,440
440,460,441
441,462,442
442,463,443
443,464,444
444,465,445
445,466,446
446,468,447
447,467,448
448,469,449
449,470,450
450,471,451
451,473,452
452,472,453
453,474,454
454,476,455
455,475,456
456,477,457
457,478,458
458,480,459
459,479,460
460,481,461
461,482,462
462,484,463
463,483,464
464,485,465
465,487,466
466,486,467
467,488,468
468,489,469
469,490,470
470,491,471
471,492,472
472,493,473
473,495,474
474,494,475
475,496,476
476,498,477
477,497,478
478,499,479
479,500,480
480,501,481
481,502,482
482,503,483
483,506,484
484,505,485
485,507,486
486,508,487
487,509,488
488,512,489
489,511,490
490,513,491
491,515,492
492,514,493
493,516,494
494,517,495
495,519,496
496,518,497
497,521,498
498,520,499
499,522,500
500,523,501
501,524,502
502,525,503
503,526,504
504,527,505
505,529,506
506,528,507
507,531,508
508,530,509
509,532,510
510,533,511
511,535,512
512,534,513
513,538,514
514,537,515
515,539,516
516,540,517
517,541,518
518,542,519
519,545,520
520,544,521
521,547,522
522,546,523
523,548,524
524,549,525
525,550,526
526,553,527
527,552,528
528,554,529
529,557,530
530,556,531
531,558,532
532,560,533
533,559,534
534,561,535
535,562,536
536,563,537
537,564,538
538,565,539
539,566,540
540,567,541
541,569,542
542,568,543
543,571,544
544,570,545
545,573,546
546,572,547
547,574,548
548,575,549
549,576,550
550,578,551
551,577,552
552,581,553
553,580,554
554,582,555
555,584,556
556,583,557
557,585,558
558,586,559
559,587,560
560,590,561
561,589,562
562,591,563
563,592,564
564,594,565
565,593,566
566,595,567
567,596,568
568,598,569
569,597,570
570,600,571
571,599,572
572,603,573
573,602,574
574,606,575
575,607,576
576,608,577
577,609,578
578,610,579
579,611,580
580,612,581
581,615,582
582,614,583
583,617,584
584,616,585
585,619,586
586,618,587
587,620,588
588,622,589
589,621,590
590,624,591
591,623,592
592,626,593
593,625,594
594,627,595
595,628,596
596,630,597
597,629,598
598,631,599
599,633,600
600,632,601
601,636,602
602,635,603
603,637,604
604,638,605
605,639,606
606,640,607
607,641,608
608,643,609
609,642,610
610,646,611
611,648,612
612,647,613
613,650,614
614,651,615
615,652,616
616,653,617
617,654,618
618,655,619
619,656,620
620,657,621
621,659,622
622,658,623
623,660,624
624,661,625
625,663,626
626,662,627
627,664,628
628,665,629
629,666,630
630,668,631
631,667,632
632,670,633
633,669,634
634,671,635
635,673,636
636,672,637
637,674,638
638,675,639
639,676,640
640,677,641
641,679,642
642,678,643
643,680,644
644,682,645
645,681,646
646,683,647
647,684,648
648,685,649
649,686,650
650,689,651
651,690,652
652,692,653
653,694,654
654,693,655
655,695,656
656,696,657
657,697,658
658,698,659
659,699,660
660,700,661
661,701,662
662,702,663
663,705,664
664,704,665
665,706,666
666,707,667
667,708,668
668,709,669
669,710,670
670,711,671
671,712,672
672,713,673
673,715,674
674,716,675
675,717,676
676,718,677
677,720,678
678,719,679
679,721,680
680,724,681
681,723,682
682,725,683
683,726,684
684,729,685
685,731,686
686,730,687
687,733,688
688,732,689
689,734,690
690,736,691
691,737,692
692,738,693
693,739,694
694,742,695
695,743,696
696,744,697
697,745,698
698,746,699
699,748,700
700,747,701
701,751,702
702,750,703
703,752,704
704,753,705
705,755,706
706,754,707
707,756,708
708,757,709
709,758,710
710,759,711
711,760,712
712,761,713
713,762,714
714,763,715
715,764,716
716,765,717
717,767,718
718,766,719
719,768,720
720,769,721
721,770,722
722,771,723
723,772,724
724,773,725
725,774,726
726,775,727
727,776,728
728,778,729
729,777,730
730,780,731
731,781,732
732,783,733
733,784,734
734,786,735
735,785,736
736,787,737
737,788,738
738,789,739
739,790,740
740,792,741
741,793,742
742,794,743
743,795,744
744,796,745
745,797,746
746,798,747
747,800,748
748,799,749
749,801,750
750,802,751
751,803,752
752,804,753
753,805,754
754,806,755
755,807,756
756,808,757
757,810,758
758,809,759
759,813,760
760,812,761
761,815,762
762,814,763
763,816,764
764,818,765
765,817,766
766,820,767
767,819,768
768,822,769
769,821,770
770,823,771
771,824,772
772,826,773
773,825,774
774,827,775
775,828,776
776,829,777
777,830,778
778,831,779
779,832,780
780,833,781
781,834,782
782,836,783
783,835,784
784,837,785
785,839,786
786,840,787
787,842,788
788,841,789
789,843,790
790,845,791
791,844,792
792,846,793
793,847,794
794,849,795
795,848,796
796,851,797
797,850,798
798,852,799
799,853,800
800,856,801
801,855,802
802,857,803
803,859,804
804,860,805
805,861,806
806,862,807
807,863,808
808,864,809
809,865,810
810,866,811
811,867,812
812,871,813
813,870,814
814,872,815
815,873,816
816,874,817
817,878,818
818,877,819
819,879,820
820,880,821
821,881,822
822,884,823
823,883,824
824,885,825
825,887,826
826,886,827
827,889,828
828,888,829
829,890,830
830,892,831
831,893,832
832,894,833
833,896,834
834,895,835
835,897,836
836,898,837
837,899,838
838,901,839
839,900,840
840,902,841
841,904,842
842,903,843
843,905,844
844,907,845
845,906,846
846,908,847
847,910,848
848,909,849
849,911,850
850,913,851
851,912,852
852,914,853
853,915,854
854,916,855
855,917,856
856,918,857
857,921,858
858,920,859
859,922,860
860,924,861
861,923,862
862,925,863
863,926,864
864,927,865
865,930,866
866,929,867
867,931,868
868,932,869
869,933,870
870,934,871
871,935,872
872,936,873
873,937,874
874,938,875
875,940,876
876,942,877
877,941,878
878,943,879
879,944,880
880,945,881
881,946,882
882,948,883
883,947,884
884,950,885
885,949,886
886,952,887
887,951,888
888,953,889
889,954,890
890,955,891
891,956,892
892,958,893
893,957,894
894,959,895
895,961,896
896,960,897
897,962,898
898,963,899
899,964,900
900,966,901
901,965,902
902,967,903
903,968,904
904,969,905
905,970,906
906,973,907
907,972,908
908,975,909
909,974,910
910,976,911
911,977,912
912,979,913
913,978,914
914,981,915
915,980,916
916,982,917
917,984,918
918,983,919
919,985,920
920,986,921
921,988,922
922,987,923
923,989,924
924,991,925
925,993,926
926,992,927
927,995,928
928,994,929
929,996,930
930,997,931
931,998,932
932,1000,933
933,999,934
934,1002,935
935,1003,936
936,1004,937
937,1005,938
938,1007,939
939,1006,940
940,1008,941
941,1010,942
942,1009,943
943,1012,944
944,1011,945
945,1014,946
946,1013,947
947,1016,948
948,1018,949
949,1017,950
950,1021,951
951,1022,952
952,1023,953
953,1024,954
954,1025,955
955,1026,956
956,1027,957
957,1028,958
958,1029,959
959,1030,960
960,1032,961
961,1031,962
962,1034,963
963,1033,964
964,1036,965
965,1035,966
966,1037,967
967,1038,968
968,1039,969
969,1040,970
970,1041,971
971,1043,972
972,1042,973
973,1044,974
974,1045,975
975,1046,976
976,1047,977
977,1048,978
978,1049,979
979,1050,980
980,1053,981
981,1052,982
982,1055,983
983,1054,984
984,1056,985
985,1057,986
986,1058,987
987,1061,988
988,1060,989
989,1062,990
990,1063,991
991,1064,992
992,1065,993
993,1066,994
994,1067,995
995,1068,996
996,1069,997
997,1070,998
998,1071,999
999,1072,1000
1000,1073,1001
1001,1074,1002
1002,1079,1003
1003,1078,1004
1004,1081,1005
1005,1082,1006
1006,1083,1007
1007,1084,1008
1008,1086,1009
1009,1087,1010
1010,1088,1011
1011,1089,1012
1012,1091,1013
1013,1092,1014
1014,1094,1015
1015,1093,1016
1016,1095,1017
1017,1096,1018
1018,1098,1019
1019,1097,1020
1020,1099,1021
1021,1102,1022
1022,1101,1023
1023,1103,1024
1024,1106,1025
1025,1105,1026
1026,1107,1027
1027,1108,1028
