
"CountryName","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Aruba","ABW","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Afghanistan","AFG","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.5890007019043","22.4689998626709","26.3150005340576","26.1730003356934","17.8239994049072","23.5909996032715","23.5049991607666","23.257999420166","23.3419990539551","23.5499992370605","24.261999130249","17.4829998016357","18.0839996337891","20.5629997253418","17.2530002593994","18.7350006103516","16.1429996490479","18.4300003051758","13.9130001068115","16.4729995727539","17.2660007476807","16.6189994812012","17.4890003204346","17.871000289917","18.0869998931885","17.8819999694824","17.7439994812012","17.568000793457",
"Angola","AGO","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54.4939994812012","54.2089996337891","54.0639991760254","54.5139999389648","55.1720008850098","55.1430015563965","54.8240013122559","54.6920013427734","54.5660018920898","54.617000579834","54.6790008544922","55.1679992675781","54.742000579834","55.0419998168945","49.8790016174316","44.5270004272461","39.1640014648438","33.726001739502","28.0699996948242","22.7830009460449","16.9260005950928","16.9570007324219","16.9979991912842","16.9489994049072","16.9050006866455","18.0310001373291","19.0900001525879","19.9909992218018",
"Albania","ALB","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.0750007629395","32.2159996032715","40.6769981384277","39.4700012207031","36.2779998779297","34.7480010986328","29.7660007476807","34.5559997558594","37.568000793457","35.564998626709","36.0340003967285","33.9539985656738","33.1699981689453","32.1150016784668","31.0690002441406","30.136999130249","26.943000793457","26.3460006713867","27.5200004577637","29.2390003204346","28.7719993591309","27.7040004730225","30.4860000610352","39.359001159668","40.1440010070801","32.7319984436035","30.0160007476807","32.6759986877441",
"Andorra","AND","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Arab World","ARB","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.1619177196863","26.1108022793167","27.6621069036612","28.7802529473545","30.0433866554591","26.8557507328448","25.4961088989278","26.1465151053301","24.5142269306991","26.4834176849232","27.0606315854942","27.4573667320399","27.3469900976201","25.5039940536189","25.6041557494843","24.9628292625782","23.7306455448234","24.0487635740497","23.171651191597","24.45905731488","25.9171889409692","27.3581380798246","26.8652875410306","26.542448150054","27.1106259837961","26.1115840862327","26.1376659417773","26.0869755125312",
"United Arab Emirates","ARE","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.84700012207031","4.83300018310547","4.88100004196167","4.76599979400635","4.77400016784668","5.04899978637695","5.25500011444092","5.6399998664856","5.84499979019165","5.97100019454956","6.53200006484985","6.8899998664856","7.1399998664856","7.53800010681152","8.10000038146973","8.48600006103516","9.0019998550415","12.3090000152588","11.5129995346069","10.5109996795654","9.33300018310547","8.42700004577637","7.52500009536743","6.73600006103516","5.8730001449585","4.90000009536743","4.92899990081787","4.9980001449585",
"Argentina","ARG","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.6269998550415","14.798999786377","23.6840000152588","27.5890007019043","44.2919998168945","40.2309989929199","34.7360000610352","29.568000793457","32.9029998779297","35.2159996032715","40.8790016174316","46.5550003051758","36.6080017089844","29.3199996948242","26.0300006866455","23.6599998474121","20.7059993743896","18.8400001525879","21.1700000762939","19.3600006103516","18.7299995422363","18.2800006866455","19.4300003051758","18.8400001525879","20.0729999542236","23.5279998779297","23.4909992218018","22.5750007629395",
"Armenia","ARM","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.39099979400635","3.86299991607666","11.4130001068115","14.2430000305176","14.4750003814697","20.0540008544922","23.2250003814697","20.1450004577637","23.9039993286133","24.492000579834","25.4720001220703","27.7080001831055","29.3859996795654","31.6399993896484","32.193000793457","33.7319984436035","34.6139984130859","35.7949981689453","40.7130012512207","38.9640007019043","39.056999206543","35.2890014648438","35.7519989013672","37.0540008544922","31.9689998626709","38.5909996032715","38.5870018005371","38.7089996337891",
"American Samoa","ASM","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Australia","AUS","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.4899997711182","19.2800006866455","18.5400009155273","16.8799991607666","15.1999998092651","15.6499996185303","15.8500003814697","14.4700002670288","13.1199998855591","12.0900001525879","13.4799995422363","12.8000001907349","11.9700002670288","11.3699998855591","10.6199998855591","10.0299997329712","9.36999988555908","8.81999969482422","11.460000038147","11.5500001907349","11.3800001144409","11.7299995422363","12.2200002670288","13.3199996948242","13.1400003433228","12.6700000762939","12.6000003814697","12.4940004348755",
"Austria","AUT","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.71700000762939","4.13199996948242","4.66200017929077","4.94799995422363","5.91200017929077","6.83799982070923","7.56099987030029","7.48299980163574","5.92600011825562","6.2960000038147","6.01100015640259","7.14099979400635","7.42899990081787","12.0509996414185","10.9709997177124","9.73799991607666","9.39099979400635","8.4689998626709","10.6319999694824","9.4379997253418","8.89799976348877","9.38000011444092","9.62899971008301","10.2519998550415","10.5649995803833","11.2449998855591","9.76799964904785","9.51099967956543",
"Azerbaijan","AZE","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.6630001068115","18.0939998626709","17.9370002746582","20.8540000915527","20.6019992828369","26.4629993438721","28.8509998321533","28.4459991455078","29.8729991912842","28.4099998474121","26.4580001831055","24.4370002746582","22.7430000305176","19.8010005950928","18.2099990844727","16.6590003967285","13.9259996414185","14.3819999694824","13.8629999160767","14.7379999160767","14.6059999465942","14.0629997253418","13.5480003356934","13.4200000762939","13.3120002746582","13.4910001754761","13.7919998168945","14.0240001678467",
"Burundi","BDI","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.93799996376038","2.92499995231628","2.91400003433228","2.91700005531311","2.92000007629395","2.92300009727478","2.93799996376038","2.9539999961853","2.9449999332428","2.94600009918213","2.94400000572205","2.94099998474121","2.93499994277954","2.92799997329712","2.91899991035461","2.90899991989136","2.89100003242493","2.88000011444092","2.84400010108948","2.81500005722046","2.78399991989136","2.7590000629425","2.73699998855591","2.91899991035461","2.90499997138977","2.95799994468689","2.8989999294281","2.83999991416931",
"Belgium","BEL","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.956000328064","13.1920003890991","18.4500007629395","21.9150009155273","21.5699996948242","20.4829998016357","21.2800006866455","20.3799991607666","22.6060009002686","15.2829999923706","15.3909997940063","15.6899995803833","19.0049991607666","17.503999710083","21.443000793457","20.4400005340576","18.7600002288818","17.9230003356934","21.9020004272461","22.4029998779297","18.7609996795654","19.7810001373291","23.7479991912842","23.2269992828369","22.1280002593994","20.0900001525879","19.2140007019043","17.5389995574951",
