
"CountryName","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Germany","DEU","Population, male","SP.POP.TOTL.MA.IN","33863880","34190431","34574609","34987507","35359029","35739679","36103543","36321944","36527064","36854706","37010346","37107043","37309268","37448488","37484068","37366552","37231157","37173956","37169362","37211610","37311205","37385344","37363672","37281826","37178744","37135773","37209652","37337597","37561383","37927822","38321053","38653558","38990277","39281614","39449784","39598865","39748760","39842939","39885132","39945906","40032873","40130868","40227291","40277051","40294916","40298252","40278727","40250554","40199766","40123981","40088888","39378848","39479364","39613698","39805149","40176517","40526680","40720842","",
"Djibouti","DJI","Population, male","SP.POP.TOTL.MA.IN","41574","43993","46839","50038","53503","57185","61131","65402","69931","74631","79489","84278","89111","94716","102046","111699","124193","139094","154846","169330","181088","189254","194471","198702","204744","214504","228869","246850","266206","283669","296962","305224","309376","311149","313127","317171","323828","332464","342286","352021","360763","368327","375085","381298","387368","393629","400110","406707","413469","420419","427559","434940","442543","450266","457974","465561","472981","480249","",
"Dominica","DMA","Population, male","SP.POP.TOTL.MA.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Denmark","DNK","Population, male","SP.POP.TOTL.MA.IN","2272194","2287680","2305033","2322788","2341215","2359708","2379367","2399200","2414931","2429109","2447640","2464271","2477407","2491013","2501038","2506649","2511383","2517649","2523940","2528640","2530266","2528154","2525009","2522167","2519996","2520502","2523723","2527114","2528795","2530923","2535725","2543044","2552242","2561570","2571086","2585390","2600969","2612718","2623106","2632607","2642115","2652166","2661119","2668794","2676194","2684203","2693803","2706664","2723614","2739334","2752727","2765401","2777215","2790167","2805496","2826216","2848835","2869661","",
"Dominican Republic","DOM","Population, male","SP.POP.TOTL.MA.IN","1667830","1724180","1781851","1840692","1900526","1961218","2022663","2084796","2147522","2210766","2274457","2338544","2402975","2467714","2532725","2597979","2663429","2729094","2795027","2861364","2928171","2995470","3063221","3131352","3199778","3268425","3337203","3406099","3475195","3544610","3614409","3684662","3755211","3825608","3895227","3963645","4030648","4096400","4161349","4226145","4291264","4356819","4422645","4488587","4554387","4619838","4684888","4749547","4813774","4877513","4940725","5003360","5065339","5126545","5186833","5246100","5304276","5361337","",
"Algeria","DZA","Population, male","SP.POP.TOTL.MA.IN","5597837","5736265","5876712","6021891","6175647","6340689","6518254","6707252","6905216","7108506","7314625","7522987","7734883","7951999","8176839","8411394","8655590","8909279","9174193","9452446","9745229","10052652","10373305","10704896","11044252","11388509","11736343","12086388","12435506","12780130","13117244","13445731","13764639","14071498","14363648","14639458","14898762","15142743","15373100","15592329","15803153","16006520","16204849","16404313","16612537","16835566","17074632","17330072","17605574","17905067","18230398","18583561","18961440","19354174","19748272","20133470","20505903","20866388","",
"East Asia & Pacific (excluding high income)","EAP","Population, male","SP.POP.TOTL.MA.IN","456309124","455818348","461701343","473403459","484913494","496928780","510765427","524130985","537995536","552749923","567995803","583599481","598336164","612603701","626101890","638352678","649648446","660126611","670585881","681194784","691623421","702411105","714396491","726450146","737974594","749898153","762644936","776188526","789908297","803289402","816347892","828836986","840519920","851753640","862881855","873761626","884416570","894926803","905056079","914625073","923738602","932500366","940934198","949087901","957065994","965012559","972759148","980262866","987711752","995088220","1002404608","1009738327","1017157157","1024616149","1032112416","1039536660","1047098099","1054693758","",
"Early-demographic dividend","EAR","Population, male","SP.POP.TOTL.MA.IN","499260723","511146610","523450513","536140667","549231486","562712521","576574561","590852854","605493543","620535396","635982617","651839257","668099974","684768398","701761687","719064822","736649962","754551494","772903554","791902561","811658169","832197599","853447894","875279968","897498026","919968508","942640681","965502297","988439503","1011324285","1035120548","1057773706","1080188950","1102459113","1124705739","1147041201","1169509986","1192056533","1214588917","1237062740","1259535348","1281937590","1304285562","1326576153","1348818948","1371016489","1393163927","1415278937","1437384631","1459512692","1481785366","1504048304","1526117354","1548158043","1570149022","1592052037","1613839579","1635481455","",
"East Asia & Pacific","EAS","Population, male","SP.POP.TOTL.MA.IN","528902837","530427136","537610485","550613375","563417362","576745034","591818894","606390007","621173382","637718877","654291773","671354716","687494359","702846463","718098310","731854983","744168501","755812902","767410123","779216624","790767194","802712926","815807566","828875891","841305723","854058024","867628137","881937395","896404591","910547015","924326202","937562550","949928550","961812894","973653139","985336352","996776792","1007922459","1018650624","1028704871","1038350338","1047700631","1056623559","1065167774","1073458358","1081677902","1089854608","1097754863","1105780875","1113588859","1121283951","1128915853","1136679944","1144440779","1152271629","1160040797","1167920561","1175786583","",
"Europe & Central Asia (excluding high income)","ECA","Population, male","SP.POP.TOTL.MA.IN","126962230","129189320","131412382","133634772","135842489","138011809","139875967","141766327","143607357","145405369","147197941","148977489","150742780","152494517","154258711","156043301","157910400","159759762","161595135","163417593","165280779","167165676","168959500","170744282","172655398","174593990","176545487","178508780","180417617","182228823","183571588","184581199","185384595","185989525","186289471","186487155","186655053","186816340","186982557","187045134","187089210","186920358","186697670","186693444","186785128","186907890","187096637","187356251","187802628","188606416","189574442","190661291","191774887","193018185","194265101","195561198","196816586","197992516","",
"Europe & Central Asia","ECS","Population, male","SP.POP.TOTL.MA.IN","315768331","319805458","323964063","328150636","332284374","336274776","339785865","343178244","346422359","349586812","352491352","355401482","358563209","361642640","364611486","367481900","370285638","372966269","375616028","378266922","380997552","383648857","386040820","388335011","390743665","393235206","395835093","398489060","401169405","403847926","406115986","407813407","409540007","411056162","412006992","412795165","413433559","414150829","414775678","415451768","415956368","416619556","417420022","418551410","419830506","421133646","422448467","423971415","425680267","427461643","429173175","430252039","432080458","434226953","436424255","438672980","440898174","442940090","",
"Ecuador","ECU","Population, male","SP.POP.TOTL.MA.IN","2272496","2339257","2408429","2480029","2554093","2630645","2709665","2791100","2874784","2960515","3048111","3137514","3228681","3321484","3415780","3511465","3608491","3706858","3806596","3907727","4010323","4114286","4219648","4326691","4435822","4547264","4661019","4776888","4894605","5013814","5134168","5255513","5377636","5500051","5622146","5743436","5863887","5983431","6101535","6217567","6331205","6442042","6550522","6658157","6767042","6878671","6993592","7111360","7231181","7351809","7472292","7592413","7712362","7832095","7951665","8071065","8190175","8308821","",
"Egypt, Arab Rep.","EGY","Population, male","SP.POP.TOTL.MA.IN","13674538","14057564","14447443","14843817","15246510","15655115","16070338","16491336","16914413","17334748","17749456","18157283","18560899","18966274","19381688","19813545","20264467","20734345","21223594","21731802","22258917","22803170","23365597","23951886","24569586","25222572","25913897","26637592","27377320","28110983","28822442","29506613","30167248","30808092","31436425","32058508","32673725","33282421","33893439","34518021","35164259","35838831","36540661","37260757","37985527","38706636","39417464","40125077","40851002","41624805","42465972","43382700","44363443","45383448","46407408","47408940","48379865","49324992","",
"Euro area","EMU","Population, male","SP.POP.TOTL.MA.IN","127341758","128624293","129957880","131326387","132672406","133992315","135209665","136261403","137247130","138241577","139079050","139941701","140987789","141987344","142887143","143697402","144389977","144994623","145594392","146199096","146834843","147404999","147818535","148133015","148409429","148731447","149158225","149640611","150216994","150931919","151688280","152290011","153021792","153667605","154136037","154562100","155000179","155415201","155796123","156258634","156839011","157518669","158371252","159313472","160265808","161157784","161959784","162837209","163658008","164204920","164603777","164256133","164625206","165187265","165760053","166317893","166905977","167396784","",
"Eritrea","ERI","Population, male","SP.POP.TOTL.MA.IN","694449","712164","730803","750260","770361","791012","812163","833863","856193","879245","903118","927836","953414","979844","1007136","1035301","1064252","1094026","1124842","1157003","1190653","1225389","1260884","1297458","1335578","1375247","1417558","1461559","1502949","1535945","1556852","1563799","1559237","1549204","1542146","1544362","1557460","1580041","1611647","1650854","1696285","1748564","1807426","1869342","1929647","1985023","2034079","2077700","2117672","2156877","2197504","2239823","","","","","","","",
"Spain","ESP","Population, male","SP.POP.TOTL.MA.IN","14791891","14940010","15086866","15227440","15386429","15560885","15727015","15927325","16142742","16309350","16499706","16709607","16906334","17106153","17305982","17505305","17701579","17894082","18075475","18242415","18394824","18529857","18643711","18735329","18811993","18877083","18928468","18970942","19003698","19026130","19039058","19082363","19172186","19269731","19361635","19449561","19535352","19624377","19715407","19808103","19912437","20069143","20374436","20767149","21149757","21530626","21918403","22348101","22722937","22930377","23028108","23086389","23064354","22945591","22837535","22791357","22796110","22836508","",
"Estonia","EST","Population, male","SP.POP.TOTL.MA.IN","534851","542878","552453","562478","572978","583095","591594","598346","605838","613945","622193","631124","639230","646183","652495","658327","663729","669329","674627","679068","683824","689254","694784","700144","705404","710959","717334","724185","729830","733387","733798","729162","714271","694104","677746","664904","655373","649018","644332","647619","651567","647537","642997","638205","633649","629579","625760","623061","621754","621005","620064","618663","616964","615321","614257","615225","615962","616362","",
"Ethiopia","ETH","Population, male","SP.POP.TOTL.MA.IN","11010787","11270446","11545118","11833136","12131912","12439736","12753159","13072636","13404703","13758491","14138850","14553993","14997893","15444331","15857501","16214471","16503487","16739869","16961076","17219830","17554573","17979014","18483548","19054770","19669631","20311311","20975454","21668177","22394900","23164293","23981105","24847868","25757749","26694996","27638435","28573058","29492077","30399970","31306901","32228642","33176659","34154190","35157463","36182717","37223729","38276287","39339033","40414625","41507507","42623937","43768154","44941470","46141650","47365010","48606167","49860885","51127474","52406026","",
"European Union","EUU","Population, male","SP.POP.TOTL.MA.IN","197374883","199231046","201179382","203163506","205122129","206980991","208699702","210332198","211842566","213296066","214521452","215753663","217231835","218636549","219940411","221172719","222268653","223230309","224143116","225036465","225979435","226820417","227453981","227986265","228503158","229080678","229750658","230455517","231242427","232065894","232882661","233369656","234083940","234889810","235457088","235958293","236334835","236799027","237169158","237696156","238074413","238629656","239323117","240302275","241351860","242386740","243363993","244372257","245345611","246123684","246700179","246531861","247095923","247856423","248664279","249470196","250287952","250997623","",
"Fragile and conflict affected situations","FCS","Population, male","SP.POP.TOTL.MA.IN","59030369","60391782","61806143","63281543","64828510","66454603","68165914","69960983","71830586","73760960","75743767","77767553","79838259","81984873","84247479","86650425","89209258","91902886","94673675","97442153","100151831","102792826","105386364","107946858","110500188","113073220","115651199","118247752","120952170","123881190","128112844","131740981","135684311","139823016","143985285","148050261","151971381","155794489","159576525","163470028","167565765","171890431","176410005","181082203","185840898","190638748","195466378","200342915","205289475","210325141","215468716","220728218","226099419","231582217","237175014","242878567","248687650","254609830","",
"Finland","FIN","Population, male","SP.POP.TOTL.MA.IN","2133537","2150143","2166164","2182698","2195800","2203775","2212409","2224499","2234439","2233099","2224767","2227891","2241675","2254998","2267319","2277714","2284699","2291055","2297554","2303444","2310808","2321101","2334755","2349481","2362922","2373684","2382312","2390024","2398003","2407846","2419886","2434684","2450097","2463754","2476114","2487162","2496757","2505481","2513341","2520374","2526845","2533897","2541375","2548804","2557584","2567723","2578967","2591348","2604831","2618718","2632137","2645773","2659804","2673532","2686143","2696641","2706157","2715886","",
"Fiji","FJI","Population, male","SP.POP.TOTL.MA.IN","202612","209570","216560","223480","230198","236623","242715","248490","254011","259386","264724","270054","275370","280714","286100","291571","297035","302519","308256","314567","321608","329613","338363","347083","354705","360521","364166","365973","366803","367879","370083","373682","378367","383744","389152","394119","398600","402747","406427","409536","412019","413757","414836","415702","416964","419045","422145","426099","430546","434944","438920","442352","445366","448103","450802","453631","456609","459669","",
"France","FRA","Population, male","SP.POP.TOTL.MA.IN","22770030","23102631","23458805","23820553","24163544","24470766","24732942","24955667","25154981","25354809","25571596","25812274","26068931","26325424","26558373","26751791","26900312","27011843","27099874","27184145","27279364","27389088","27510080","27641999","27782626","27929877","28085392","28249352","28416254","28578630","28731195","28742173","28872028","28984052","29081135","29179286","29280159","29385102","29497512","29654613","29863225","30085762","30309625","30529202","30758439","30994423","31213961","31409817","31587991","31753829","31915279","32075614","32238069","32412358","32576964","32722418","32863056","33000438","",
"Faroe Islands","FRO","Population, male","SP.POP.TOTL.MA.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Population, male","SP.POP.TOTL.MA.IN","22941","23674","24414","25179","26014","26921","27927","29020","30090","31007","31675","32049","32184","32213","32314","32640","33221","34018","35007","36112","37295","38552","39889","41260","42597","43864","45024","46078","47089","48133","49273","50542","51895","53190","54261","54982","55289","55248","54977","54651","54382","54233","54172","54145","54096","53968","53767","53502","53244","53030","52899","52863","52917","53054","53245","53484","53766","54096","",
"Gabon","GAB","Population, male","SP.POP.TOTL.MA.IN","243638","245930","248487","251339","254586","258270","262426","267044","272030","277268","282666","288201","293910","299871","306183","312919","320104","327726","335798","344292","353214","362565","372336","382556","393246","404401","416051","428154","440645","453417","466383","479542","492908","506499","520341","534453","548923","563771","579019","594641","610674","627058","643951","661823","681272","702725","726202","751519","778556","807113","836929","868120","900385","932642","963463","991860","1017340","1040227","",
"United Kingdom","GBR","Population, male","SP.POP.TOTL.MA.IN","25304066","25521020","25763383","25980779","26170569","26354322","26508747","26655125","26785618","26898687","27011329","27134262","27239894","27307647","27338576","27346746","27346257","27340287","27342052","27365041","27395092","27400857","27386138","27390128","27428531","27486858","27548051","27605576","27666806","27739058","27822071","27907993","27983554","28051547","28125535","28204832","28283792","28366020","28460957","28571791","28693896","28828842","28979289","29144782","29340885","29570557","29813042","30067601","30324707","30573978","30834234","31096726","31334695","31566304","31825636","32099343","32348007","32576204","",
"Georgia","GEO","Population, male","SP.POP.TOTL.MA.IN","1698431","1727392","1755801","1783865","1811266","1837387","1860704","1881243","1900394","1919828","1939425","1960057","1979777","1996678","2013247","2027250","2040938","2053901","2065155","2080187","2098319","2116938","2137001","2158520","2180066","2202473","2225513","2247455","2273087","2281714","2282898","2299858","2317693","2334860","2310331","2248732","2191944","2151147","2129430","2111997","2094500","2077667","2061740","2033351","2005623","1979374","1954746","1931082","1909007","1887072","1864927","1842955","1821229","1799671","1777741","1774059","1775686","1774735","",
"Ghana","GHA","Population, male","SP.POP.TOTL.MA.IN","3380188","3490290","3602662","3714501","3822212","3923565","4016447","4102246","4186443","4276758","4378408","4495060","4624437","4758685","4886565","5000809","5097403","5181102","5263988","5363024","5490018","5649596","5836983","6043082","6254221","6460430","6658907","6852463","7043452","7236126","7433547","7636031","7842106","8051094","8261947","8473961","8687174","8902170","9119583","9340267","9564985","9794113","10027939","10267065","10512132","10763711","11021623","11286107","11558586","11840834","12133847","12438328","12753123","13075047","13399731","13723929","14046403","14367705","",
"Gibraltar","GIB","Population, male","SP.POP.TOTL.MA.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Population, male","SP.POP.TOTL.MA.IN","1769873","1796678","1823971","1852264","1882293","1914375","1948971","1985395","2021421","2054053","2081217","2102573","2119063","2131629","2141778","2150955","2159345","2167765","2179139","2197131","2224472","2263226","2313363","2372974","2438980","2509534","2581889","2657668","2744360","2852238","2987433","3153971","3346155","3548466","3739548","3904143","4036621","4141679","4227156","4305542","4386299","4471205","4558110","4648051","4741443","4838656","4941039","5049451","5162999","5280145","5399920","5521989","5647205","5777159","5914063","6059371","6213691","6376332","",
"Gambia, The","GMB","Population, male","SP.POP.TOTL.MA.IN","180989","185751","189599","192961","196454","200529","205308","210660","216484","222601","228878","235375","242154","249086","255984","262759","269356","275934","282880","290667","299699","309964","321415","334251","348735","364950","383102","402930","423439","443304","461574","477916","492629","506240","519617","533433","547768","562571","578041","594448","611939","630692","650691","671773","693649","716120","739141","762774","787066","812138","838032","864761","892281","920528","949443","978962","1009063","1039738","",
"Guinea-Bissau","GNB","Population, male","SP.POP.TOTL.MA.IN","304212","307615","310797","314011","317605","321809","326643","332003","337879","344226","350954","358267","366056","373558","379735","383948","385782","385680","385000","385595","388789","395089","404045","414903","426488","437928","448997","459927","470871","482137","493911","506253","518967","531751","544138","555849","566771","577074","587112","597389","608283","619921","632268","645410","659399","674286","690114","706893","724620","743230","762685","782969","804047","825756","847908","870332","892963","915800","",
"Equatorial Guinea","GNQ","Population, male","SP.POP.TOTL.MA.IN","125079","126920","128803","130907","133470","136594","140523","145033","149211","151834","152108","149746","145211","139389","133544","128665","124865","122092","120993","122273","126355","133681","143911","155780","167498","177773","186166","193047","198991","204920","211532","218937","226966","235673","245070","255193","266132","277959","290619","304007","318062","332735","348122","364459","382079","401179","421845","443922","467244","491505","516480","542085","568265","594844","621610","648409","675138","701755","",
"Greece","GRC","Population, male","SP.POP.TOTL.MA.IN","4084091","4118064","4142725","4157406","4172005","4191943","4224479","4261412","4292180","4310906","4323477","4344573","4374940","4396858","4415392","4459884","4533136","4596358","4660335","4722581","4772522","4818367","4850621","4880897","4906691","4926612","4943069","4959150","4976560","5002411","5056261","5118959","5160613","5193875","5222667","5249369","5274299","5301659","5331701","5351792","5372190","5397438","5413400","5421621","5429843","5440414","5451272","5459608","5468843","5478648","5482062","5471420","5440422","5400333","5363922","5328008","5304981","5296295","",
"Grenada","GRD","Population, male","SP.POP.TOTL.MA.IN","41696","42438","43094","43635","44077","44410","44628","44739","44755","44726","44673","44630","44588","44528","44386","44143","43753","43252","42827","42690","42997","43843","45142","46614","47888","48695","48923","48678","48167","47703","47512","47660","48065","48622","49172","49586","49846","49994","50075","50140","50244","50390","50561","50759","50965","51177","51383","51603","51826","52058","52296","52543","52790","53051","53318","53582","53867","54148","",
"Greenland","GRL","Population, male","SP.POP.TOTL.MA.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Population, male","SP.POP.TOTL.MA.IN","2131919","2195586","2260555","2327069","2395441","2465880","2538427","2612930","2689114","2766588","2845056","2924526","3004966","3086019","3167243","3248367","3329144","3409782","3491052","3574037","3659475","3747744","3838555","3931346","4025197","4119489","4214044","4309179","4405334","4503173","4603180","4705709","4810687","4917724","5026188","5135768","5246157","5357873","5472359","5591531","5716737","5848517","5986323","6129000","6274837","6422517","6571632","6722383","6874884","7029448","7186235","7345140","7505811","7667927","7831098","7995002","8159448","8324325","",
"Guam","GUM","Population, male","SP.POP.TOTL.MA.IN","39048","39485","40153","40983","41876","42754","43591","44402","45201","45979","46741","47494","48233","48954","49660","50358","51038","51717","52442","53286","54295","55489","56839","58329","59901","61506","63146","64804","66459","68068","69608","71063","72411","73672","74811","75855","76787","77604","78319","78920","79430","79848","80175","80429","80612","80746","80835","80895","80929","80972","81026","81096","81196","81357","81613","81993","82513","83158","",
"Guyana","GUY","Population, male","SP.POP.TOTL.MA.IN","286457","295599","304560","313131","321077","328243","334518","339978","344819","349359","353831","358229","362514","366734","370952","375160","379452","383718","387638","390743","392712","393525","393289","392034","389809","386727","382672","377825","372930","369010","366733","366477","367956","370482","373012","374780","375564","375588","375138","374668","374515","374785","375335","375958","376323","376242","375603","374553","373503","373007","373461","375006","377483","380607","383908","387050","389954","392677","",
"High income","HIC","Population, male","SP.POP.TOTL.MA.IN","381864721","387772385","393032973","398254538","403405032","408330657","412906280","417261662","421116918","425815643","430069004","434668235","439355922","443630304","448433663","452960751","456749748","460634930","464547054","468651638","472677595","476733408","480611237","484287503","487793640","491312791","494968468","498613320","502329198","506257656","510415226","514667413","517980785","522306506","526283559","531132567","534889484","538642293","542207421","545858396","549454404","553406887","557427299","561490876","565780277","570193523","574934135","579955564","585266227","590070124","594415115","597641017","601581194","605518337","609533297","613498923","617459187","621196719","",
"Hong Kong SAR, China","HKG","Population, male","SP.POP.TOTL.MA.IN","1580690","1629281","1701179","1761956","1805442","1852573","1866912","1911615","1948672","1975294","2018570","2056056","2088529","2142362","2209719","2257011","2297840","2349027","2411158","2562748","2641288","2705234","2742127","2774098","2790058","2809622","2835530","2855538","2871608","2893860","2895720","2912710","2930505","2974287","3034079","3085409","3214359","3229019","3243001","3260413","3275043","3284453","3283595","3261290","3270699","3268969","3274155","3286790","3291483","3284504","3295709","3306190","3332303","3336086","3350443","3370121","3382235","3399097","",
"Honduras","HND","Population, male","SP.POP.TOTL.MA.IN","1022664","1051046","1080128","1110074","1141098","1173362","1206968","1241923","1278183","1315656","1354307","1394115","1435194","1477741","1522013","1568217","1616435","1666602","1718616","1772311","1827569","1884358","1942711","2002558","2063841","2126507","2190508","2255841","2322651","2391080","2461239","2533150","2606716","2681867","2758491","2836472","2915689","2996086","3077606","3160239","3243899","3328513","3413879","3499585","3585168","3670226","3754641","3838353","3921115","4002683","4082932","4161663","4238967","4315284","4391207","4467196","4543368","4619584","",
"Heavily indebted poor countries (HIPC)","HPC","Population, male","SP.POP.TOTL.MA.IN","80458630","82376866","84369206","86439509","88592636","90832375","93160143","95576274","98082158","100678738","103366659","106146527","109017921","111978363","115024538","118153752","121371116","124677735","128062480","131510363","135014062","138573483","142203446","145931008","149792159","153816779","158006025","162363751","166924552","171730247","176805573","182178322","187829820","193682363","199627361","205590233","211539084","217506976","223564337","229814193","236331436","243143777","250229371","257554504","265064806","272723533","280519257","288474540","296626819","305029008","313717671","322705940","331978470","341508301","351255175","361188884","371300577","381596463","",
"Croatia","HRV","Population, male","SP.POP.TOTL.MA.IN","1988118","2005232","2022107","2038602","2054471","2069540","2083552","2097208","2110129","2122014","2134421","2146910","2158459","2169464","2179306","2187901","2195727","2196524","2207788","2214579","2222284","2231356","2243755","2254795","2264681","2274999","2285828","2295610","2305048","2310847","2317573","2186502","2166477","2247745","2251079","2258462","2171747","2207029","2170363","2193833","2130748","2136806","2136796","2137245","2137325","2139195","2138456","2136623","2135907","2133272","2127868","2061865","2055645","2050044","2041892","2025416","2011707","1988740","",
"Haiti","HTI","Population, male","SP.POP.TOTL.MA.IN","1897440","1936301","1976133","2016859","2058406","2100659","2143770","2187656","2231734","2275229","2317706","2358945","2399385","2440034","2482307","2527270","2575143","2625817","2679592","2736723","2797311","2861536","2929184","2999311","3070650","3142242","3213720","3285161","3356549","3427996","3499598","3571201","3642668","3714150","3785867","3857961","3930526","4003439","4076446","4149149","4221292","4292723","4363563","4434216","4505248","4577043","4649688","4722963","4796582","4870111","4943181","5015713","5087692","5158827","5228812","5297422","5364482","5430018","",
"Hungary","HUN","Population, male","SP.POP.TOTL.MA.IN","4814002","4836598","4854963","4871651","4891339","4908653","4926554","4947480","4968476","4990740","5010687","5025334","5039952","5055465","5077399","5107010","5135396","5159887","5178150","5187106","5188745","5185815","5178155","5164934","5149068","5134621","5121449","5108955","5097445","5038358","4982192","4976944","4969619","4958399","4946192","4934217","4921075","4906866","4891496","4873962","4857857","4843508","4826805","4810439","4797700","4786593","4778102","4770181","4761795","4754811","4744849","4732555","4709650","4698422","4687640","4678423","4666572","4652858","",
"IBRD only","IBD","Population, male","SP.POP.TOTL.MA.IN","966178862","976627375","993754858","1016994061","1040257883","1064120016","1089640213","1114948123","1140943917","1168055367","1195926607","1224492081","1252586001","1280538083","1308049099","1334635699","1360634360","1386070606","1411749144","1437874018","1464195907","1491206164","1519605781","1548289262","1576721496","1605663785","1635496268","1666180275","1696992759","1727351116","1756882569","1785375439","1812893044","1839852587","1866351231","1892502806","1918291672","1944063656","1969392170","1994134689","2018029048","2041564783","2064648341","2087610628","2110444778","2133246982","2155857532","2178216928","2200651999","2223327970","2245852503","2268496251","2291414859","2314397871","2337245634","2359841253","2382322404","2404531977","",
"IDA & IBRD total","IBT","Population, male","SP.POP.TOTL.MA.IN","1157965458","1173026345","1194942292","1223164425","1251623373","1280902447","1312081524","1343277252","1375340956","1408630725","1442744606","1477601603","1512068311","1546544048","1580830680","1614514128","1647957064","1681169656","1714941365","1749446103","1784411447","1820329395","1857912052","1896052813","1934213137","1973151130","2013239360","2054434290","2096019055","2137435498","2178329334","2218427545","2257840843","2296879052","2335552848","2373957883","2412074441","2450238918","2488065768","2525456845","2562309226","2599091294","2635706437","2672450623","2709269218","2746218924","2783134489","2820006983","2857223676","2895025826","2933221539","2971933154","3011152380","3050825599","3090707916","3130642997","3170742177","3210848156","",
"IDA total","IDA","Population, male","SP.POP.TOTL.MA.IN","191786596","196398970","201187434","206170364","211365490","216782431","222441311","228329129","234397039","240575358","246817999","253109522","259482310","266005965","272781581","279878429","287322704","295099050","303192221","311572085","320215540","329123231","338306271","347763551","357491641","367487345","377743092","388254015","399026296","410084382","421446765","433052106","444947799","457026465","469201617","481455077","493782769","506175262","518673598","531322156","544280178","557526511","571058096","584839995","598824440","612971942","627276957","641790055","656571677","671697856","687369036","703436903","719737521","736427728","753462282","770801744","788419773","806316179","",
"IDA blend","IDB","Population, male","SP.POP.TOTL.MA.IN","62856000","64329949","65875723","67490586","69169600","70911254","72717915","74592485","76533144","78538629","80609496","82743098","84945426","87241805","89663986","92233252","94960312","97835624","100842424","103952996","107147339","110415762","113760345","117185308","120699561","124306161","128006498","131789206","135628001","139489329","143373257","147199228","151045680","154897806","158753213","162644565","166616006","170643236","174701428","178742935","182866539","187023137","191233367","195513363","199895674","204401916","209041837","213837457","218798154","223923482","229368379","234965431","240545460","246269522","252109256","258029154","264010361","270044724","",
"Indonesia","IDN","Population, male","SP.POP.TOTL.MA.IN","43636790","44817213","46035951","47294443","48595425","49940309","51328455","52756976","54222346","55720038","57246217","58799089","60377436","61978772","63600514","65240548","66895691","68564710","70249794","71954610","73680782","75426004","77185434","78954750","80728633","82501266","84273586","86040753","87784457","89481388","91116020","92681698","94186008","95645824","97085846","98525620","99970348","101419713","102881232","104362271","105868347","107401340","108961863","110551674","112171799","113821014","115500477","117204512","118916170","120613145","122278345","123904486","125492045","127041506","128556343","130038964","131487283","132898397","",
"IDA only","IDX","Population, male","SP.POP.TOTL.MA.IN","128930596","132069021","135311711","138679778","142195890","145871177","149723396","153736644","157863895","162036729","166208503","170366424","174536884","178764160","183117595","187645177","192362392","197263426","202349797","207619089","213068201","218707469","224545926","230578243","236792080","243181184","249736594","256464809","263398295","270595053","278073508","285852878","293902119","302128659","310448404","318810512","327166763","335532026","343972170","352579221","361413639","370503374","379824729","389326632","398928766","408570026","418235120","427952598","437773523","447774374","458000657","468471472","479192061","490158206","501353026","512772590","524409412","536271455","",
"Isle of Man","IMN","Population, male","SP.POP.TOTL.MA.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Population, male","SP.POP.TOTL.MA.IN","231929047","236694406","241635685","246738607","251982833","257357118","262849859","268474706","274275870","280313624","286628713","293242049","300134767","307259132","314545866","321945660","329434797","337029102","344765790","352701125","360871637","369286265","377918014","386723603","395642595","404628638","413665289","422755988","431898395","441096298","450351808","459654091","468994879","478382432","487829903","497343781","506921859","516550160","526208463","535870426","545513566","555120317","564681863","574193966","583656162","593062003","602414128","611691895","620838676","629781810","638471941","646880728","655027697","662970969","670795935","678564292","686291907","693958761","",
"Not classified","INX","Population, male","SP.POP.TOTL.MA.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Population, male","SP.POP.TOTL.MA.IN","1422769","1419678","1424973","1433068","1439927","1445177","1450733","1457346","1463699","1472144","1484493","1502093","1524797","1549720","1575891","1602302","1626921","1649316","1672954","1695188","1714245","1733473","1748626","1759493","1768716","1769807","1768856","1767271","1758013","1749475","1749533","1758419","1769498","1777643","1784152","1793020","1807113","1825339","1844753","1866358","1892566","1924636","1959431","1993725","2032174","2077831","2134642","2196534","2240444","2261587","2271996","2279719","2286935","2296574","2311406","2332041","2358083","2387335","",
