,nodes,EC
0,4361,0.2865344997425943
1,4327,0.27451470848011433
2,4319,0.24822112815712566
3,4317,0.24290464678318444
4,4333,0.23627243283037458
5,4362,0.22130755705306215
6,4383,0.2147571103970849
7,4329,0.21411168520513027
8,4372,0.19782989883696156
9,4352,0.1947891980144054
10,4340,0.18065940192182384
11,4378,0.1803043116593664
12,4381,0.17698912166903252
13,4396,0.1723877793332045
14,4391,0.16525008645918923
15,4315,0.1549072119454909
16,4371,0.14788656065923894
17,4333,0.14375527851707465
18,4328,0.13732144304754507
19,4351,0.13059913888887548
20,4323,0.12817131145492777
21,4353,0.12048782966754451
22,4368,0.11439991519650229
23,4344,0.11435143586313366
24,4355,0.11067875985500042
25,4363,0.10423045075224506
26,4347,0.09909914538218502
27,4327,0.09065917248452487
28,4319,0.08420032933891206
29,4320,0.08190570619528395
30,4354,0.07569257893145409
31,4361,0.07234297100529971
32,4345,0.07139136106782945
33,4374,0.07136795845950351
34,4343,0.06993893902880424
35,4364,0.0644279024075175
36,4337,0.06341367011546975
37,4389,0.06086147659694884
38,4404,0.06086147659694884
39,4324,0.05254159570422872
40,4335,0.052238066826709124
41,4388,0.050208638229236754
42,4386,0.04681032255065799
43,4380,0.043715221371519696
44,4342,0.043462099157593546
45,4403,0.042516504805954605
46,4348,0.041638551833813923
47,4349,0.041638551833813923
48,4350,0.04115782606985881
49,4392,0.03986933436286831
50,4365,0.03729511410583147
51,4393,0.03447437444192663
52,4322,0.03147053563610404
53,4394,0.030383699843172306
54,4384,0.028690312320739184
55,4395,0.028338317319977917
56,4356,0.028255918733833776
57,4334,0.028047826863727136
58,4379,0.0280260707579631
59,4373,0.02645560387341972
60,4390,0.026238841200932356
61,4401,0.025803333632452543
62,4339,0.023688194559513598
63,4382,0.023635174897083003
64,4317,0.020698347819035404
65,4338,0.02059047700493828
66,4400,0.020557323156807004
67,4313,0.019254153547286972
68,4325,0.017135529428366335
69,4357,0.017112862694402403
70,4358,0.017046569561759577
71,4369,0.0152973590279314
72,4370,0.0152973590279314
73,4385,0.013427565081928512
74,4330,0.01143962496242543
75,4321,0.011256692504243755
76,4387,0.010860618118681381
77,4375,0.009544849826661799
78,4346,0.009534932326008053
79,4398,0.009006655753733425
80,4367,0.008483798054115187
81,4366,0.007019939835167374
82,4336,0.006984687653645382
83,4312,0.006707155124697389
84,4397,0.006256148469844419
85,4376,0.0061174069452241825
86,4341,0.0059130970689556875
87,4314,0.004674633953581089
88,4377,0.004566741125171359
89,307,0.0045251632620247504
90,4402,0.003449813597637061
91,4359,0.0022811020626519606
92,308,0.0018068719570985686
93,4331,0.0015308153992512692
94,4399,0.001202791766898215
95,241,0.0008219637139256583
96,306,0.0006165389786726904
97,2681,0.00021407367943026442
98,238,0.00012585997036287266
99,324,0.00011744913747630846
100,3102,0.00011243503120523791
101,3270,0.00010126070273772815
102,305,9.335783927559655e-05
103,2866,9.073759691772439e-05
104,2801,8.193558130333582e-05
105,2755,7.530506530916851e-05
106,3066,6.927753121891632e-05
107,2517,6.54932009870903e-05
108,3105,5.8758891754013564e-05
109,3126,5.8452557014439546e-05
110,3118,5.645091554674244e-05
111,2829,5.458516321378657e-05
112,2928,5.429027860411317e-05
113,2878,5.3524106404508405e-05
114,2761,5.301040468472647e-05
115,2825,5.1826885497852406e-05
116,2826,5.1826885497852406e-05
117,2827,5.1826885497852406e-05
118,2956,5.180974382140027e-05
119,2624,5.153727381336502e-05
120,3103,4.874715819921226e-05
121,2875,4.8425568505398984e-05
122,2803,4.805030098987857e-05
123,2838,4.085691350262798e-05
124,2680,4.035921303222394e-05
125,2499,3.920622970371492e-05
126,2557,3.8655527002058104e-05
127,2961,3.8332583045601875e-05
128,2774,3.780144477935847e-05
129,2502,3.740206260093033e-05
130,2651,3.620402608166768e-05
131,240,3.5510263107619856e-05
132,3100,3.5358628434350696e-05
133,2794,3.498401058719767e-05
134,2711,3.43608064639863e-05
135,2490,3.3938579259990634e-05
136,2900,3.208991443907088e-05
137,2697,3.14340616848802e-05
138,3104,3.06288256980717e-05
139,2531,3.0281898758887297e-05
140,2504,3.022405564717803e-05
