,nodes,Efficiency,Density
1,1,0.18688094849973555,0.00896074949945223
2,2,0.18736650240619881,0.00896830493747875
3,3,0.18587119827425816,0.009075907590759076
4,4,0.18724419750564772,0.00896830493747875
5,5,0.18535045449029208,0.00902776153612274
6,6,0.18547321153168256,0.008954678362573099
7,7,0.18692165246178433,0.00901730555235793
8,8,0.18759509702972207,0.009015594541910331
9,9,0.18759509702972207,0.009015594541910331
10,10,0.18759509702972207,0.009015594541910331
11,11,0.18231764252942398,0.008991101352132208
12,12,0.18231764252942398,0.008991101352132208
13,13,0.18361250947708488,0.009007749770923605
14,14,0.18231764252942398,0.008991101352132208
15,15,0.1657251455931617,0.008903025625433653
16,16,0.18231764252942398,0.008991101352132208
17,17,0.1876059791398059,0.009052737008359336
18,18,0.18614938587367827,0.00898972602739726
19,19,0.18614938587367827,0.00898972602739726
20,20,0.18595631833668394,0.00900651026618899
21,21,0.15656007720366505,0.00803992015968064
22,22,0.1790768618248162,0.008549596980850767
23,23,0.1790768618248162,0.008549596980850767
24,24,0.11695183178285715,0.007903612686217386
25,25,0.17539458839958974,0.008432865731462926
26,26,0.1790768618248162,0.008549596980850767
27,27,0.1790768618248162,0.008549596980850767
28,28,0.1790768618248162,0.008549596980850767
29,29,0.17554106247021645,0.00892176123887669
30,30,0.1871760572710991,0.00896830493747875
31,31,0.1868266174562528,0.009057438547097134
32,32,0.18721405850777056,0.00896830493747875
33,33,0.18884276173390874,0.009029623637274163
34,34,0.18884276173390874,0.009029623637274163
35,35,0.18884276173390874,0.009029623637274163
36,36,0.18884276173390874,0.009029623637274163
37,37,0.18884276173390874,0.009029623637274163
38,38,0.18884276173390874,0.009029623637274163
39,39,0.15525442560068983,0.00833391803291469
40,40,0.1550115420526256,0.008154643686673175
41,41,0.12920439063834036,0.008143076397006782
42,42,0.17945795716178384,0.008947063840155945
43,43,0.17546840985024678,0.008357306016168893
44,44,0.1761012782687115,0.008495239870164158
45,45,0.15038856631792474,0.00812065898866005
46,46,0.18071975696616557,0.008955911131575917
47,47,0.17699659700315104,0.00850053370047801
48,48,0.17699659700315104,0.00850053370047801
49,49,0.17699659700315104,0.00850053370047801
50,50,0.17699659700315104,0.00850053370047801
51,51,0.17725849212617248,0.008515634172112863
52,52,0.1850094788288055,0.008945638623399192
53,53,0.18723741641825029,0.00896830493747875
54,54,0.18070917353725455,0.008863819500402902
55,55,0.18070917353725455,0.008863819500402902
56,56,0.18070917353725455,0.008863819500402902
57,57,0.1594547161735391,0.008121291360756311
58,58,0.18070917353725455,0.008863819500402902
59,59,0.18233210581518136,0.008948236828978167
60,60,0.18719434742330934,0.00896830493747875
61,61,0.18017603204551164,0.008993657104989113
62,62,0.1782496262534192,0.008928571428571428
63,63,0.17894864439558947,0.008963585434173669
64,64,0.1840620857282595,0.009037328094302554
65,65,0.17341757881768297,0.009287925696594427
66,66,0.1611836926642284,0.008832846003898635
67,67,0.15603789980602803,0.008848470895207398
68,68,0.18586409184935312,0.00899275097465887
69,69,0.18721665940587975,0.00896830493747875
70,70,0.1857619717850231,0.008994282644564675
71,71,0.1857619717850231,0.008994282644564675
72,72,0.1859069101772073,0.009011029809878873
73,73,0.18010894390075854,0.008887273177296845
74,74,0.1857619717850231,0.008994282644564675
75,75,0.18582220783658793,0.009020303326810176
76,76,0.18509775478459342,0.008985136452241716
77,77,0.18582220783658793,0.009020303326810176
78,78,0.1688426998976652,0.008957597586360128
79,79,0.18705778359383732,0.00896830493747875
80,80,0.17206629542438323,0.008941416704051483
81,81,0.1871399405329318,0.00896830493747875
82,82,0.15645353409052357,0.00881437125748503
83,83,0.1663450658887869,0.008752263184252089
84,84,0.16967377928322264,0.008946112002504598
85,85,0.12412819068612072,0.008825093035619352
86,86,0.1779385908168524,0.008890349804305284
87,87,0.16602430546648062,0.008786720913323949
88,88,0.18700202626011586,0.00896830493747875
89,89,0.16765097941445817,0.008813617232757148
90,90,0.18050648015267573,0.008863304093567252
91,91,0.17941556402533432,0.008897994129158513
92,92,0.1663450658887869,0.008752263184252089
93,93,0.1779385908168524,0.008890349804305284
94,94,0.17941556402533432,0.008897994129158513
95,95,0.1639221728029367,0.008767025423597198
96,96,0.18522885882465268,0.008974437377690802
97,97,0.18522885882465268,0.008974437377690802
98,98,0.18522885882465268,0.008974437377690802
99,99,0.18111045484678504,0.008948236828978167
100,100,0.1825301874820966,0.009011029809878873
101,101,0.18111045484678504,0.008948236828978167
102,102,0.18111045484678504,0.008948236828978167
103,103,0.18714070152798878,0.00896830493747875
104,104,0.18593703337880094,0.009000365497076024
105,105,0.18593703337880094,0.009000365497076024
106,106,0.18593703337880094,0.009000365497076024
107,107,0.15902474038204695,0.008693903438887427
108,108,0.11754409684400448,0.007753258924767828
109,109,0.1764977356652025,0.008679636238056867
110,110,0.1764977356652025,0.008679636238056867
111,111,0.1580165695921016,0.008154121863799282
112,112,0.18376146719866962,0.009011029809878873
113,113,0.186510709460741,0.008954678362573099
114,114,0.1873362184259325,0.00896830493747875
115,115,0.18376146719866962,0.009011029809878873
116,116,0.18589853835113213,0.008991101352132208
117,117,0.18517095111688112,0.008955911131575917
118,118,0.18517095111688112,0.008955911131575917
119,119,0.18517095111688112,0.008955911131575917
120,120,0.185647476900457,0.009000900090009001
121,121,0.18419489265392294,0.008937862057183681
122,122,0.185647476900457,0.009000900090009001
123,123,0.1801672776162634,0.008954211240493547
124,124,0.18419489265392294,0.008937862057183681
125,125,0.18419489265392294,0.008937862057183681
126,126,0.18419489265392294,0.008937862057183681
127,127,0.18419489265392294,0.008937862057183681
128,128,0.1711047632798962,0.008867843306069738
129,129,0.1711047632798962,0.008867843306069738
130,130,0.17241550759298147,0.00891476537599798
131,131,0.1742065209351124,0.008942115768463073
132,132,0.1711047632798962,0.008867843306069738
133,133,0.1711047632798962,0.008867843306069738
134,134,0.1711047632798962,0.008867843306069738
135,135,0.1711047632798962,0.008867843306069738
136,136,0.1711047632798962,0.008867843306069738
137,137,0.1711047632798962,0.008867843306069738
138,138,0.18685449494557235,0.009009631249760178
139,139,0.18685449494557235,0.009009631249760178
140,140,0.1872474836892826,0.00896830493747875
141,141,0.18758869728327598,0.009045032551330944
142,142,0.18685449494557235,0.009009631249760178
143,143,0.18758869728327598,0.009045032551330944
144,144,0.1871974655405903,0.00896830493747875
145,145,0.1812391681405617,0.008944874609961862
146,146,0.18300658628064412,0.00891082161985172
147,147,0.1812391681405617,0.008944874609961862
148,148,0.1812391681405617,0.008944874609961862
149,149,0.1812391681405617,0.008944874609961862
150,150,0.1838953287140172,0.00875490173149036
151,151,0.1838953287140172,0.00875490173149036
152,152,0.1838953287140172,0.00875490173149036
153,153,0.1838953287140172,0.00875490173149036
154,154,0.18462362704555785,0.008789574609634877
155,155,0.18462362704555785,0.008789574609634877
156,156,0.1838953287140172,0.00875490173149036
157,157,0.1870367003239159,0.00896830493747875
158,158,0.18719434742330954,0.00896830493747875
159,159,0.17853553849268788,0.008963585434173669
160,160,0.17853553849268788,0.008963585434173669
161,161,0.1806292483443577,0.009046576278556897
162,162,0.18121846203186764,0.009019965541704672
163,163,0.17853553849268788,0.008963585434173669
164,164,0.18477776199816628,0.00896074949945223
165,165,0.18383894019942318,0.008939449317738792
166,166,0.18731332003519796,0.00896830493747875
167,167,0.1837513765936067,0.008908991228070175
168,168,0.18705778359383496,0.00896830493747875
169,169,0.18238481030391335,0.008924220272904484
170,170,0.18289905087149097,0.008908991228070175
171,171,0.18705778359383496,0.00896830493747875
172,172,0.1693392307148607,0.0089140567818483
173,173,0.1416603750130724,0.008774790725123856
174,174,0.16146518404042806,0.00875996764128048
175,175,0.17076292598316847,0.008902191013391658
176,176,0.17582390420471058,0.008938083185372672
177,177,0.1870750531664671,0.00896830493747875
178,178,0.18488067124020233,0.008737463307240704
179,179,0.15890322664680828,0.008239520958083833
180,180,0.1780189758948359,0.008411035647135566
181,181,0.1878886545972444,0.009000365497076024
182,182,0.1878886545972444,0.009000365497076024
183,183,0.18714407203832628,0.00896830493747875
184,184,0.18325975112897627,0.009045032551330944
185,185,0.18248493455957598,0.008986608341966924
186,186,0.13773017689334563,0.00905677048818202
187,187,0.1839673646476691,0.008962292884990253
188,188,0.1874730141286325,0.009020303326810176
189,189,0.1874730141286325,0.009020303326810176
190,190,0.1874730141286325,0.009020303326810176
191,191,0.18459048865975045,0.008817616959064328
192,192,0.14873904364580987,0.007935871743486974
193,193,0.18459048865975045,0.008817616959064328
194,194,0.18709194851051336,0.00896830493747875
195,195,0.17471920766914617,0.008661349798473545
196,196,0.17471920766914617,0.008661349798473545
197,197,0.16135252877513886,0.008
198,198,0.17471920766914617,0.008661349798473545
199,199,0.17556671021676706,0.00869682304578901
200,200,0.17471920766914617,0.008661349798473545
201,201,0.17471920766914617,0.008661349798473545
202,202,0.16001639649231247,0.008770493720326497
203,203,0.18145954734180658,0.008962292884990253
204,204,0.1871477897935455,0.00896830493747875
205,205,0.18145954734180658,0.008962292884990253
206,206,0.13853911999811552,0.008924220272904484
207,207,0.13853911999811552,0.008924220272904484
208,208,0.16412879399859068,0.008875534496706345
209,209,0.16412879399859068,0.008875534496706345
210,210,0.16412879399859068,0.008875534496706345
211,211,0.16412879399859068,0.008875534496706345
212,212,0.16477497035291583,0.008910477545905977
213,213,0.1874469426515183,0.009000365497076024
214,214,0.187858727018069,0.009048002762748935
215,215,0.1866237163402221,0.008978934039369172
216,216,0.18735757979367265,0.00896830493747875
217,217,0.1874469426515183,0.009000365497076024
218,218,0.18640298659912186,0.008985136452241716
219,219,0.1358561560765426,0.008897994129158513
220,220,0.1382334059879749,0.00891660575048733
221,221,0.1375842580252529,0.008976688564816971
222,222,0.1602542638267255,0.008311482709147578
223,223,0.18697207788839612,0.00896830493747875
224,224,0.18015904285960435,0.008638087084148729
225,225,0.18015904285960435,0.008638087084148729
226,226,0.17561766894016223,0.008606777837547068
227,227,0.17687045648630695,0.008741471734892788
228,228,0.17231268594733654,0.00847732933186888
229,229,0.14370498241145593,0.008047290248869902
230,230,0.1870201628546931,0.00896830493747875
231,231,0.17166006329509856,0.008459493817173236
232,232,0.18376146719866965,0.009011029809878873
233,233,0.18719434742330734,0.00896830493747875
234,234,0.18233210581518136,0.008948236828978167
235,235,0.1890589027043126,0.00902776153612274
236,236,0.18758237170911674,0.008964621072660613
237,237,0.18758237170911674,0.008964621072660613
238,238,0.18758237170911674,0.008964621072660613
239,239,0.1879339419671931,0.009025213796585566
240,240,0.18758237170911674,0.008964621072660613
241,241,0.18758237170911674,0.008964621072660613
242,242,0.18162358332631331,0.008949151493587859
243,243,0.18368506342862614,0.00891328277886497
244,244,0.18368506342862614,0.00891328277886497
245,245,0.18158624385641187,0.009072548833980246
246,246,0.17882345751547646,0.00853382448869959
247,247,0.1657958048550232,0.00814081408140814
248,248,0.15995482775087455,0.008054845529994635
249,249,0.18222958815538678,0.008495452975710832
250,250,0.1657958048550232,0.00814081408140814
251,251,0.15995482775087455,0.008054845529994635
252,252,0.1850426905842163,0.008703399122807017
253,253,0.1845891034082928,0.00881009938221864
254,254,0.18161229452919336,0.008622369826383204
255,255,0.1657958048550232,0.00814081408140814
256,256,0.1657958048550232,0.00814081408140814
257,257,0.18711854225750443,0.00901730555235793
258,258,0.18711854225750443,0.00901730555235793
259,259,0.18711854225750443,0.00901730555235793
260,260,0.18711854225750443,0.00901730555235793
261,261,0.18279790927964448,0.008897994129158513
262,262,0.18279790927964448,0.008897994129158513
263,263,0.18305296282032374,0.009012169547286604
264,264,0.18675105178452042,0.00896074949945223
265,265,0.18730954982214115,0.00896830493747875
266,266,0.1644867405004463,0.008419673971513436
267,267,0.165164354770134,0.008433117457950893
268,268,0.1644867405004463,0.008419673971513436
269,269,0.150022374663836,0.00833392975006163
270,270,0.18355158989411638,0.008948236828978167
271,271,0.18355158989411638,0.008948236828978167
272,272,0.18370318385140708,0.008944874609961862
273,273,0.18370318385140708,0.008944874609961862
274,274,0.17983676600655527,0.008492844911937377
275,275,0.1872949469039156,0.009005014677103719
276,276,0.1872949469039156,0.009005014677103719
277,277,0.1872949469039156,0.009005014677103719
278,278,0.1855528313773165,0.009038810977030238
279,279,0.13600776828703942,0.008886842408196155
280,280,0.13657686307132655,0.00887853313840156
281,281,0.10955219744764938,0.00871592175940002
282,282,0.1365421799502498,0.00892176123887669
283,283,0.13600776828703942,0.008886842408196155
284,284,0.18698547379994315,0.00896830493747875
285,285,0.13530619705350233,0.008863304093567252
286,286,0.18715499018720763,0.00896830493747875
287,287,0.18248791794577526,0.00890986531598941
288,288,0.1835444819444548,0.009004373552868537
289,289,0.18649872768135126,0.008939449317738792
290,290,0.18341793431994124,0.008924220272904484
291,291,0.18341793431994124,0.008924220272904484
292,292,0.18248791794577526,0.00890986531598941
293,293,0.18641592744001895,0.009005014677103719
294,294,0.18787461738890962,0.009068145922416117
295,295,0.18641592744001895,0.009005014677103719
296,296,0.18759747636723997,0.009000365497076024
297,297,0.18759747636723997,0.009000365497076024
298,298,0.18315089597679013,0.00900651026618899
299,299,0.18763463400592054,0.009020303326810176
300,300,0.18763463400592054,0.009020303326810176
301,301,0.18699064143617591,0.009045032551330944
302,302,0.18763463400592054,0.009020303326810176
303,303,0.18656043506889194,0.009020303326810176
304,304,0.18656043506889194,0.009020303326810176
305,305,0.18656043506889194,0.009020303326810176
306,306,0.18656043506889194,0.009020303326810176
307,307,0.1871398200602164,0.00896830493747875
308,308,0.18514583359672093,0.00899275097465887
309,309,0.1865801928904508,0.009048002762748935
310,310,0.18709367128330504,0.009000365497076024
311,311,0.18709367128330504,0.009000365497076024
312,312,0.18514583359672093,0.00899275097465887
313,313,0.18793650384956648,0.008977521929824562
314,314,0.18793650384956648,0.008977521929824562
315,315,0.18724419750564592,0.00896830493747875
316,316,0.18521947610344056,0.008939449317738792
317,317,0.18207759538595086,0.008657711988304093
318,318,0.17049884734792925,0.00849998043282589
319,319,0.18207759538595086,0.008657711988304093
320,320,0.17997301295131463,0.008572196001688346
321,321,0.18057081682383525,0.008604410331384016
322,322,0.18691301900269708,0.00896830493747875
323,323,0.1775527136525609,0.00847755626223092
324,324,0.18691301900269708,0.00896830493747875
325,325,0.17997301295131463,0.008572196001688346
326,326,0.1672889589889391,0.008469594542332504
327,327,0.17804824904679017,0.008910477545905977
328,328,0.17964968551700258,0.00891328277886497
329,329,0.18021094043916763,0.008886842408196155
330,330,0.18466245168546971,0.008953194061425711
331,331,0.18714651229217377,0.00896830493747875
332,332,0.18668398016238194,0.008985136452241716
333,333,0.18718573853044795,0.00896830493747875
334,334,0.18668398016238194,0.008985136452241716
335,335,0.18647194032600742,0.00896074949945223
336,336,0.1871928016154083,0.00896830493747875
337,337,0.18628147102619963,0.008855689571150098
338,338,0.18708568529224423,0.00896830493747875
339,339,0.18827374894890875,0.009021919180245773
340,340,0.18827374894890875,0.009021919180245773
341,341,0.18848556728131594,0.00907763748466353
342,342,0.18827374894890875,0.009021919180245773
343,343,0.18827374894890875,0.009021919180245773
344,344,0.18827374894890875,0.009021919180245773
345,345,0.18586409184935312,0.00899275097465887
346,346,0.1871206831605313,0.00896830493747875
347,347,0.18757368862723256,0.009024979854955682
348,348,0.18757368862723256,0.009024979854955682
349,349,0.1838796972859199,0.009034234178488003
350,350,0.18757368862723256,0.009024979854955682
351,351,0.18757368862723256,0.009024979854955682
352,352,0.1879623078911788,0.009063351367944438
353,353,0.18650576061281715,0.009000365497076024
354,354,0.18650576061281715,0.009000365497076024
355,355,0.18650576061281715,0.009000365497076024
356,356,0.18650576061281715,0.009000365497076024
357,357,0.18677382506773876,0.00900651026618899
358,358,0.18604281205377501,0.00897125973677142
359,359,0.18824107087132236,0.009069872183136872
360,360,0.18604281205377501,0.00897125973677142
361,361,0.1623042825372127,0.008848075048732943
362,362,0.1623042825372127,0.008848075048732943
363,363,0.1623042825372127,0.008848075048732943
364,364,0.16354013136139883,0.008879168105598403
365,365,0.1622585954027098,0.008817616959064328
366,366,0.16354013136139883,0.008879168105598403
367,367,0.1623042825372127,0.008848075048732943
368,368,0.16354013136139883,0.008879168105598403
369,369,0.18705244136492766,0.00896830493747875
370,370,0.1623042825372127,0.008848075048732943
371,371,0.1627277765491005,0.008821550880626224
372,372,0.1623042825372127,0.008848075048732943
373,373,0.16354013136139883,0.008879168105598403
374,374,0.1627277765491005,0.008821550880626224
375,375,0.18576966954330973,0.008982081702544031
376,376,0.18576966954330973,0.008982081702544031
377,377,0.18576966954330973,0.008982081702544031
378,378,0.18631036898127915,0.009001956947162427
379,379,0.18631036898127915,0.009001956947162427
380,380,0.18631036898127915,0.009001956947162427
381,381,0.18631036898127915,0.009001956947162427
382,382,0.18685560299481863,0.008947063840155945
383,383,0.18685560299481863,0.008947063840155945
384,384,0.18691812246667858,0.00896830493747875
385,385,0.17167224125051542,0.00882523148148148
386,386,0.17167224125051542,0.00882523148148148
387,387,0.18691812246667858,0.00896830493747875
388,388,0.18691812246667858,0.00896830493747875
389,389,0.1432575859864097,0.00874870496143663
390,390,0.17481594969848704,0.008855689571150098
391,391,0.17268003667423046,0.008821603297507608
392,392,0.17077414134320532,0.008810002436647174
393,393,0.17481594969848704,0.008855689571150098
394,394,0.1677881133441327,0.008810002436647174
395,395,0.17167224125051542,0.00882523148148148
396,396,0.18691812246667858,0.00896830493747875
397,397,0.1870872743327815,0.00896830493747875
398,398,0.17923100724663008,0.00884046052631579
399,399,0.17923100724663008,0.00884046052631579
400,400,0.18266277984358315,0.008969907407407407
401,401,0.17814301520167786,0.00898972602739726
402,402,0.17814301520167786,0.00898972602739726
403,403,0.17814301520167786,0.00898972602739726
404,404,0.18717660812031278,0.00896830493747875
405,405,0.18733737799151634,0.00896830493747875
406,406,0.18733737799151634,0.00896830493747875
407,407,0.18651832398315799,0.008962292884990253
408,408,0.18387393545497255,0.008962292884990253
409,409,0.18724161088562793,0.00896830493747875
410,410,0.18716089433556826,0.00896830493747875
411,411,0.18718456531575817,0.00896830493747875
412,412,0.1862656469304067,0.008954678362573099
413,413,0.18230647322610252,0.008952579066990254
414,414,0.1870750531664674,0.00896830493747875
415,415,0.1873070238368395,0.00896830493747875
416,416,0.1873070238368395,0.00896830493747875
417,417,0.18483073149068313,0.008962292884990253
418,418,0.18374337575818997,0.008997370352250489
419,419,0.18374337575818997,0.008997370352250489
420,420,0.18374337575818997,0.008997370352250489
421,421,0.1865397528542985,0.008977521929824562
422,422,0.1865397528542985,0.008977521929824562
423,423,0.18516699596326971,0.008840796592609647
424,424,0.18516699596326971,0.008840796592609647
425,425,0.18516699596326971,0.008840796592609647
426,426,0.17712402225087442,0.00883701221156439
427,427,0.18712635447744788,0.00896830493747875
428,428,0.17712402225087442,0.00883701221156439
429,429,0.17712402225087442,0.00883701221156439
430,430,0.17712402225087442,0.00883701221156439
431,431,0.18632863207930386,0.00896074949945223
432,432,0.18726930321395122,0.00896830493747875
433,433,0.18767780870127773,0.009020303326810176
434,434,0.18706567475748184,0.009060441465387727
435,435,0.18065545341906955,0.00885614519780515
436,436,0.1849048889433126,0.008977521929824562
437,437,0.18767780870127773,0.009020303326810176
438,438,0.18767780870127773,0.009020303326810176
439,439,0.18509775478459342,0.008985136452241716
440,440,0.18151564099027906,0.008977521929824562
441,441,0.18151564099027906,0.008977521929824562
442,442,0.1871507087723247,0.00896830493747875
443,443,0.18697207788839354,0.00896830493747875
444,444,0.1834014237297731,0.008955911131575917
445,445,0.18483921321030958,0.00901876459941525
446,446,0.1865132063884913,0.00899275097465887
447,447,0.18730823743274197,0.00896830493747875
448,448,0.18726930321395122,0.00896830493747875
449,449,0.18528296071087552,0.009009631249760178
450,450,0.18714741202164473,0.00896830493747875
451,451,0.18211169080679468,0.00891660575048733
452,452,0.18715905998860236,0.00896830493747875
453,453,0.18730986854868092,0.008969907407407407
454,454,0.18730986854868092,0.008969907407407407
455,455,0.1870468431996454,0.00896830493747875
456,456,0.18711674353927457,0.00896830493747875
457,457,0.18704166532604594,0.00896830493747875
458,458,0.18640840868641154,0.00896074949945223
459,459,0.17929008937752694,0.008817616959064328
460,460,0.18732782227874037,0.00896830493747875
461,461,0.18490188218318487,0.008977521929824562
462,462,0.18490188218318487,0.008977521929824562
463,463,0.18726664795652734,0.008977521929824562
464,464,0.18726664795652734,0.008977521929824562
465,465,0.18731772655635565,0.00896830493747875
466,466,0.18230647322610252,0.008952579066990254
467,467,0.18230647322610252,0.008952579066990254
468,468,0.18230647322610252,0.008952579066990254
469,469,0.18230647322610252,0.008952579066990254
470,470,0.187244197505645,0.00896830493747875
471,471,0.18720522185732388,0.00896830493747875
472,472,0.18765607628306696,0.008977521929824562
473,473,0.18686466433143686,0.00891660575048733
474,474,0.18628147102619963,0.008855689571150098
475,475,0.1869928583411581,0.00896830493747875
476,476,0.18343807542480153,0.008908991228070175
477,477,0.18712507550843188,0.00896830493747875
478,478,0.18712507550843188,0.00896830493747875
479,479,0.17923100724663008,0.00884046052631579
480,480,0.17923100724663008,0.00884046052631579
481,481,0.1772010747649739,0.008802425079620889
482,482,0.1772010747649739,0.008802425079620889
483,483,0.18697207788839354,0.00896830493747875
484,484,0.1772010747649739,0.008802425079620889
485,485,0.1871676228183657,0.00896830493747875
486,486,0.18513740473215856,0.00884448385518591
487,487,0.18513740473215856,0.00884448385518591
488,488,0.16133112059944368,0.008924220272904484
489,489,0.1857089179362979,0.008962292884990253
490,490,0.1857089179362979,0.008962292884990253
491,491,0.18725427142301349,0.00896830493747875
492,492,0.18750745528398102,0.008977521929824562
493,493,0.18750745528398102,0.008977521929824562
494,494,0.1871644114846415,0.00896830493747875
495,495,0.1844232360002593,0.008817616959064328
496,496,0.18490640996719668,0.008863304093567252
497,497,0.187244197505645,0.00896830493747875
498,498,0.15436791530762822,0.008924220272904484
499,499,0.1870964427968629,0.00896830493747875
500,500,0.1870964427968629,0.00896830493747875
501,501,0.18720534025347524,0.00899275097465887
502,502,0.18720534025347524,0.00899275097465887
503,503,0.18703405592060496,0.00896830493747875
504,504,0.1870140460025924,0.00896830493747875
505,505,0.18730823743274197,0.00896830493747875
506,506,0.1865132063884913,0.00899275097465887
507,507,0.1871608943355682,0.00896830493747875
508,508,0.18723741641824812,0.00896830493747875
509,509,0.18732982255348987,0.00896830493747875
510,510,0.18745664970960044,0.009007980019493177
511,511,0.18745664970960044,0.009007980019493177
512,512,0.18723715056478493,0.00896830493747875
513,513,0.1871608943355682,0.00896830493747875
514,514,0.18700418850000772,0.00896830493747875
515,515,0.1870945899156317,0.00896830493747875
516,516,0.18721665940587776,0.00896830493747875
