,nodes,Efficiency,Density
1,1,0.2626856803327395,0.08199643493761141
2,2,0.3778074866310148,0.10338680926916222
3,3,0.4163992869875207,0.10695187165775401
4,4,0.3923648247177647,0.11051693404634581
5,5,0.4531491384432543,0.13012477718360071
6,6,0.43425430778371793,0.1265597147950089
7,7,0.43425430778371804,0.1265597147950089
8,8,0.44310754604872077,0.12121212121212122
9,9,0.44013666072489405,0.12121212121212122
10,10,0.4920083184789051,0.13903743315508021
11,11,0.4531491384432543,0.13012477718360071
12,12,0.4920083184789051,0.13903743315508021
13,13,0.46408199643493564,0.13368983957219252
14,14,0.4614081996434918,0.12121212121212122
15,15,0.46550802139037234,0.13368983957219252
16,16,0.46550802139037234,0.13368983957219252
17,17,0.47133095662507246,0.13368983957219252
18,18,0.46378490790255295,0.13368983957219252
19,19,0.4655080213903722,0.13368983957219252
20,20,0.4818181818181799,0.13368983957219252
21,21,0.4655080213903722,0.13368983957219252
22,22,0.46378490790255295,0.13368983957219252
23,23,0.4655080213903722,0.13368983957219252
24,24,0.4669043374925699,0.12477718360071301
25,25,0.48303624480094887,0.13368983957219252
26,26,0.48303624480094887,0.13368983957219252
27,27,0.4650623885917982,0.13368983957219252
28,28,0.48472964943552954,0.13368983957219252
29,29,0.4842840166369556,0.13368983957219252
30,30,0.4349970291146739,0.12477718360071301
31,31,0.47759952465834626,0.12834224598930483
32,32,0.46898395721924874,0.12477718360071301
33,33,0.32510398098633264,0.0944741532976827
34,34,0.30695187165775273,0.0873440285204991
