,nodes,EC
0,34,0.373371213013235
1,1,0.3554834941851943
2,3,0.31718938996844476
3,33,0.3086510477336959
4,2,0.2659538704545025
5,8,0.2274050914716605
6,13,0.22646969838808148
7,3,0.2111740783205706
8,31,0.19103626979791702
9,30,0.17476027834493085
10,7,0.17095511498035434
11,23,0.15012328691726787
12,19,0.14791134007618667
13,29,0.13496528673866567
14,27,0.13347932684333308
15,28,0.13107925627221215
16,9,0.10267519030637758
17,14,0.10140627846270832
18,15,0.10140627846270832
19,18,0.10140627846270832
20,20,0.10140627846270832
21,22,0.10140627846270832
22,17,0.09239675666845953
23,21,0.09239675666845953
24,12,0.08425192086558088
25,5,0.07948057788594247
26,6,0.07948057788594247
27,4,0.07596645881657382
28,10,0.07596645881657381
29,26,0.07558192219009324
30,25,0.05920820250279008
31,24,0.05705373563802805
32,11,0.05285416945233648
33,16,0.023634794260596875
