,nodes,Density
1,8,0.0005402755725109493
2,6,0.0005404395159406295
3,7,0.0005404395159406295
4,9,0.0005400296573664291
5,10,0.0005403575442257894
6,13,0.0005401116290812692
7,5,0.0005403575442257894
8,12,0.0005404395159406295
9,14,0.0005401116290812692
10,15,0.0005404395159406295
11,16,0.0005404395159406295
12,17,0.0005404395159406295
13,19,0.0005402755725109493
14,18,0.0005403575442257894
15,20,0.0005403575442257894
16,29,0.0005402755725109493
17,34,0.0005402755725109493
18,33,0.0005404395159406295
19,35,0.0005401116290812692
20,36,0.0005400296573664291
21,37,0.0005404395159406295
22,38,0.0005404395159406295
23,39,0.0005404395159406295
24,42,0.0005402755725109493
25,41,0.0005401116290812692
26,47,0.0005401116290812692
27,44,0.0005404395159406295
28,45,0.0005404395159406295
29,46,0.0005403575442257894
30,50,0.0005402755725109493
31,51,0.0005402755725109493
32,21,0.0005403575442257894
33,53,0.0005403575442257894
34,24,0.0005403575442257894
35,58,0.0005401936007961093
36,25,0.0005403575442257894
37,59,0.0005403575442257894
38,60,0.0005403575442257894
39,61,0.0005402755725109493
40,62,0.0005403575442257894
41,31,0.0005403575442257894
42,68,0.0005400296573664291
43,63,0.0005404395159406295
44,64,0.0005404395159406295
45,65,0.0005404395159406295
46,69,0.000539947685651589
47,66,0.0005404395159406295
48,70,0.0005402755725109493
49,67,0.0005404395159406295
50,73,0.0005402755725109493
51,72,0.0005402755725109493
52,75,0.0005403575442257894
53,48,0.0005402755725109493
54,77,0.0005402755725109493
55,76,0.0005401936007961093
56,79,0.0005403575442257894
57,78,0.0005403575442257894
58,80,0.0005401936007961093
59,82,0.0005403575442257894
60,81,0.0005403575442257894
61,83,0.0005402755725109493
62,86,0.0005402755725109493
63,71,0.0005403575442257894
64,88,0.000539865713936749
65,4,0.0005404395159406295
66,55,0.0005403575442257894
67,87,0.0005403575442257894
68,89,0.0005404395159406295
69,90,0.0005404395159406295
70,91,0.0005402755725109493
71,94,0.000539947685651589
72,11,0.0005403575442257894
73,26,0.0005401936007961093
74,43,0.0005403575442257894
75,92,0.0005402755725109493
76,93,0.0005404395159406295
77,95,0.0005402755725109493
78,97,0.0005403575442257894
79,40,0.0005403575442257894
80,98,0.0005397837422219089
81,28,0.0005404395159406295
82,57,0.0005403575442257894
83,74,0.0005404395159406295
84,100,0.0005403575442257894
85,99,0.0005403575442257894
86,101,0.0005402755725109493
87,104,0.0005402755725109493
88,106,0.0005403575442257894
89,107,0.0005403575442257894
90,108,0.0005401936007961093
91,109,0.0005403575442257894
92,54,0.0005403575442257894
93,110,0.0005403575442257894
94,111,0.0005401936007961093
95,52,0.0005402755725109493
96,112,0.0005402755725109493
97,113,0.0005402755725109493
98,115,0.0005403575442257894
99,114,0.0005404395159406295
100,116,0.0005401116290812692
101,117,0.0005404395159406295
102,118,0.0005404395159406295
103,119,0.0005401936007961093
104,56,0.0005401116290812692
105,120,0.0005403575442257894
106,122,0.0005403575442257894
107,121,0.0005404395159406295
108,123,0.0005401116290812692
109,30,0.0005403575442257894
110,125,0.0005402755725109493
111,129,0.000539865713936749
112,126,0.0005404395159406295
113,127,0.0005404395159406295
114,128,0.0005404395159406295
115,130,0.0005403575442257894
116,131,0.0005402755725109493
117,135,0.0005403575442257894
118,136,0.0005403575442257894
119,139,0.0005401116290812692
120,138,0.0005400296573664291
121,140,0.000539947685651589
122,102,0.0005404395159406295
123,141,0.0005402755725109493
124,142,0.0005403575442257894
125,143,0.0005401936007961093
126,144,0.0005403575442257894
127,96,0.0005403575442257894
128,145,0.0005402755725109493
129,103,0.0005402755725109493
130,146,0.0005403575442257894
131,147,0.0005403575442257894
132,148,0.0005402755725109493
133,149,0.0005403575442257894
134,150,0.0005402755725109493
135,151,0.0005403575442257894
136,85,0.0005403575442257894
137,152,0.0005403575442257894
138,153,0.000539947685651589
139,124,0.0005401936007961093
140,154,0.000539947685651589
141,155,0.0005403575442257894
142,32,0.0005403575442257894
143,156,0.0005403575442257894
144,157,0.0005401936007961093
145,158,0.0005404395159406295
146,159,0.0005404395159406295
147,160,0.0005404395159406295
148,161,0.0005403575442257894
149,27,0.0005403575442257894
150,163,0.0005401936007961093
151,162,0.0005403575442257894
152,164,0.0005404395159406295
153,165,0.0005404395159406295
154,166,0.0005403575442257894
155,167,0.0005403575442257894
156,170,0.0005401936007961093
157,168,0.0005403575442257894
158,169,0.0005402755725109493
159,171,0.0005402755725109493
160,172,0.0005403575442257894
161,173,0.0005403575442257894
162,174,0.0005401936007961093
163,175,0.0005403575442257894
164,176,0.0005403575442257894
165,178,0.0005402755725109493
166,177,0.0005402755725109493
167,179,0.0005402755725109493
168,180,0.0005404395159406295
169,181,0.0005403575442257894
170,184,0.000539947685651589
171,105,0.0005402755725109493
172,182,0.0005404395159406295
173,183,0.0005404395159406295
174,185,0.0005403575442257894
175,186,0.0005403575442257894
176,187,0.0005401936007961093
177,188,0.0005403575442257894
178,189,0.0005403575442257894
179,190,0.0005403575442257894
180,191,0.0005402755725109493
181,192,0.0005402755725109493
182,193,0.0005403575442257894
183,194,0.0005402755725109493
184,195,0.0005403575442257894
185,196,0.0005403575442257894
186,198,0.0005400296573664291
187,199,0.0005401936007961093
188,200,0.0005403575442257894
189,201,0.0005402755725109493
190,197,0.0005404395159406295
191,202,0.0005403575442257894
192,203,0.0005404395159406295
193,204,0.0005403575442257894
194,205,0.000539947685651589
195,206,0.0005403575442257894
196,207,0.0005401116290812692
197,208,0.0005403575442257894
198,209,0.0005404395159406295
199,210,0.0005401936007961093
200,211,0.0005404395159406295
201,212,0.0005404395159406295
202,213,0.0005404395159406295
203,215,0.0005402755725109493
204,214,0.0005403575442257894
205,218,0.0005402755725109493
206,217,0.0005404395159406295
207,221,0.0005402755725109493
208,220,0.0005404395159406295
209,222,0.0005403575442257894
210,134,0.0005403575442257894
211,223,0.0005403575442257894
212,137,0.0005402755725109493
213,224,0.0005402755725109493
214,219,0.0005404395159406295
215,225,0.0005403575442257894
216,216,0.0005403575442257894
217,227,0.0005403575442257894
218,228,0.0005403575442257894
219,229,0.0005402755725109493
220,226,0.0005403575442257894
221,230,0.0005403575442257894
222,231,0.0005403575442257894
223,232,0.0005403575442257894
224,234,0.0005403575442257894
225,233,0.0005404395159406295
226,235,0.0005404395159406295
227,236,0.0005402755725109493
228,237,0.0005404395159406295
229,240,0.0005401936007961093
230,239,0.0005402755725109493
231,242,0.0005400296573664291
232,241,0.0005403575442257894
233,247,0.0005402755725109493
234,245,0.0005404395159406295
235,246,0.0005401116290812692
236,250,0.0005403575442257894
237,248,0.0005404395159406295
238,249,0.0005400296573664291
239,252,0.0005400296573664291
240,238,0.0005402755725109493
241,251,0.0005401116290812692
242,253,0.0005402755725109493
243,255,0.0005402755725109493
244,254,0.0005402755725109493
245,257,0.0005400296573664291
246,259,0.0005403575442257894
247,256,0.0005404395159406295
248,261,0.0005401936007961093
249,260,0.0005401116290812692
250,262,0.0005402755725109493
251,267,0.0005403575442257894
252,266,0.0005403575442257894
253,269,0.0005402755725109493
254,268,0.0005404395159406295
255,274,0.000539947685651589
256,270,0.0005404395159406295
257,271,0.0005404395159406295
258,272,0.0005403575442257894
259,273,0.0005404395159406295
260,275,0.0005404395159406295
261,280,0.0005400296573664291
262,279,0.0005401116290812692
263,281,0.0005403575442257894
264,264,0.0005403575442257894
265,282,0.0005401116290812692
266,284,0.000539865713936749
267,283,0.0005404395159406295
268,285,0.0005401116290812692
269,286,0.0005404395159406295
270,276,0.0005403575442257894
271,287,0.0005403575442257894
272,289,0.0005403575442257894
273,290,0.0005402755725109493
274,288,0.0005404395159406295
275,292,0.0005402755725109493
276,291,0.0005404395159406295
277,295,0.0005401116290812692
278,296,0.0005402755725109493
279,298,0.0005400296573664291
280,278,0.0005402755725109493
281,293,0.0005404395159406295
282,299,0.0005401116290812692
283,258,0.0005402755725109493
284,300,0.0005403575442257894
285,294,0.0005404395159406295
286,297,0.0005402755725109493
287,302,0.0005401116290812692
288,301,0.0005404395159406295
289,305,0.0005400296573664291
290,304,0.0005404395159406295
291,306,0.0005401936007961093
292,307,0.0005404395159406295
293,303,0.0005403575442257894
294,308,0.0005401936007961093
295,265,0.0005404395159406295
296,310,0.0005402755725109493
297,311,0.0005401936007961093
298,312,0.0005402755725109493
299,313,0.000539865713936749
300,314,0.0005402755725109493
301,277,0.0005403575442257894
302,315,0.0005402755725109493
303,316,0.000539947685651589
304,318,0.0005402755725109493
305,317,0.0005403575442257894
306,319,0.0005401936007961093
307,320,0.0005403575442257894
308,321,0.0005402755725109493
309,263,0.0005403575442257894
310,322,0.0005403575442257894
311,323,0.0005404395159406295
312,325,0.0005402755725109493
313,324,0.0005404395159406295
314,326,0.0005403575442257894
315,327,0.0005402755725109493
316,328,0.0005404395159406295
317,329,0.0005403575442257894
318,330,0.0005402755725109493
319,333,0.0005403575442257894
320,332,0.0005402755725109493
321,334,0.0005401936007961093
322,335,0.0005401936007961093
323,244,0.0005403575442257894
324,336,0.0005401936007961093
325,337,0.0005401936007961093
326,338,0.0005403575442257894
327,339,0.0005404395159406295
328,340,0.0005401936007961093
329,331,0.0005403575442257894
330,341,0.0005403575442257894
331,342,0.0005401936007961093
332,243,0.0005403575442257894
333,343,0.0005403575442257894
334,344,0.0005403575442257894
335,345,0.0005403575442257894
336,346,0.0005403575442257894
337,350,0.0005401936007961093
338,349,0.0005404395159406295
339,351,0.0005401936007961093
340,352,0.0005401936007961093
341,347,0.0005404395159406295
342,348,0.0005404395159406295
343,353,0.0005400296573664291
344,309,0.0005402755725109493
345,354,0.0005402755725109493
346,355,0.0005401116290812692
347,356,0.0005403575442257894
348,357,0.0005403575442257894
349,358,0.0005404395159406295
350,360,0.0005401936007961093
351,361,0.0005402755725109493
352,359,0.0005404395159406295
353,362,0.0005401116290812692
354,363,0.0005404395159406295
355,364,0.0005404395159406295
356,365,0.0005403575442257894
357,366,0.0005403575442257894
358,367,0.0005403575442257894
359,368,0.0005403575442257894
360,369,0.0005403575442257894
361,370,0.0005402755725109493
362,371,0.0005403575442257894
363,372,0.0005404395159406295
364,373,0.0005404395159406295
365,374,0.0005404395159406295
366,376,0.0005404395159406295
367,377,0.0005404395159406295
368,378,0.0005401936007961093
369,375,0.0005404395159406295
370,379,0.0005404395159406295
371,380,0.0005404395159406295
372,381,0.0005403575442257894
373,382,0.0005404395159406295
374,384,0.0005401936007961093
375,383,0.0005400296573664291
376,386,0.0005400296573664291
377,0,0.0005402755725109493
378,385,0.0005404395159406295
379,387,0.0005404395159406295
380,391,0.0005401116290812692
381,390,0.0005404395159406295
382,392,0.0005401116290812692
383,393,0.0005401116290812692
384,394,0.0005402755725109493
385,395,0.0005401116290812692
386,396,0.000539865713936749
387,397,0.0005404395159406295
388,398,0.0005404395159406295
389,399,0.0005404395159406295
390,400,0.0005404395159406295
391,402,0.000539947685651589
392,401,0.0005404395159406295
393,403,0.0005404395159406295
394,405,0.0005401116290812692
395,404,0.0005404395159406295
396,406,0.0005403575442257894
397,408,0.0005401936007961093
398,407,0.0005404395159406295
399,409,0.0005403575442257894
400,411,0.0005402755725109493
401,410,0.0005404395159406295
402,414,0.0005403575442257894
403,413,0.000539947685651589
404,415,0.0005404395159406295
405,417,0.0005404395159406295
406,416,0.0005401116290812692
407,419,0.0005402755725109493
408,420,0.0005401936007961093
409,421,0.0005402755725109493
410,418,0.0005404395159406295
411,423,0.0005403575442257894
412,425,0.0005401936007961093
413,424,0.0005402755725109493
414,426,0.0005400296573664291
415,427,0.0005403575442257894
416,429,0.0005402755725109493
417,430,0.0005401116290812692
418,388,0.0005404395159406295
419,431,0.0005401116290812692
420,432,0.0005403575442257894
421,433,0.0005404395159406295
422,435,0.0005401936007961093
423,434,0.0005404395159406295
424,436,0.0005402755725109493
425,437,0.0005403575442257894
426,389,0.0005403575442257894
427,439,0.0005402755725109493
428,422,0.0005402755725109493
429,438,0.0005402755725109493
430,441,0.0005402755725109493
431,440,0.0005404395159406295
432,442,0.0005402755725109493
433,443,0.0005402755725109493
434,444,0.0005403575442257894
435,445,0.0005403575442257894
436,446,0.0005403575442257894
437,447,0.0005402755725109493
438,449,0.0005402755725109493
439,448,0.0005404395159406295
440,450,0.0005403575442257894
441,451,0.0005402755725109493
442,452,0.0005403575442257894
443,428,0.0005403575442257894
444,453,0.0005403575442257894
445,454,0.0005402755725109493
446,455,0.0005402755725109493
447,456,0.0005402755725109493
448,457,0.0005402755725109493
449,459,0.0005402755725109493
450,460,0.0005403575442257894
451,461,0.0005403575442257894
452,458,0.0005404395159406295
453,462,0.0005403575442257894
454,463,0.0005403575442257894
455,464,0.0005402755725109493
456,465,0.0005403575442257894
457,466,0.0005404395159406295
458,467,0.0005403575442257894
459,468,0.0005402755725109493
460,469,0.0005402755725109493
461,470,0.0005403575442257894
462,472,0.0005402755725109493
463,471,0.0005404395159406295
464,473,0.0005403575442257894
465,412,0.0005403575442257894
466,477,0.0005402755725109493
467,476,0.0005404395159406295
468,479,0.0005402755725109493
469,478,0.0005402755725109493
470,480,0.0005402755725109493
471,481,0.0005401936007961093
472,474,0.0005403575442257894
473,484,0.0005401116290812692
474,483,0.0005403575442257894
475,485,0.0005400296573664291
476,482,0.0005401936007961093
477,486,0.0005403575442257894
478,489,0.0005403575442257894
479,491,0.0005403575442257894
480,487,0.0005404395159406295
481,492,0.0005402755725109493
482,493,0.0005401936007961093
483,494,0.0005403575442257894
484,495,0.0005403575442257894
485,496,0.0005401936007961093
486,497,0.0005403575442257894
487,498,0.0005403575442257894
488,499,0.0005403575442257894
489,501,0.0005401936007961093
490,500,0.0005404395159406295
491,504,0.0005401116290812692
492,502,0.0005404395159406295
493,503,0.0005404395159406295
494,512,0.0005404395159406295
495,511,0.0005400296573664291
496,513,0.0005404395159406295
497,519,0.0005403575442257894
498,515,0.0005404395159406295
499,520,0.0005401116290812692
500,516,0.0005404395159406295
501,517,0.0005404395159406295
502,518,0.0005403575442257894
503,522,0.0005401936007961093
504,521,0.0005401116290812692
505,523,0.0005401936007961093
506,524,0.0005403575442257894
507,525,0.0005403575442257894
508,527,0.0005404395159406295
509,526,0.0005402755725109493
510,528,0.0005402755725109493
511,529,0.0005404395159406295
512,530,0.0005402755725109493
513,531,0.0005404395159406295
514,532,0.000539865713936749
515,533,0.0005403575442257894
516,534,0.0005402755725109493
517,536,0.0005402755725109493
518,535,0.0005402755725109493
519,537,0.0005404395159406295
520,538,0.0005402755725109493
521,539,0.000539947685651589
522,506,0.0005402755725109493
523,507,0.0005402755725109493
524,540,0.0005403575442257894
525,541,0.0005403575442257894
526,542,0.0005403575442257894
527,543,0.0005401936007961093
528,544,0.0005401936007961093
529,545,0.0005402755725109493
530,509,0.0005402755725109493
531,546,0.0005400296573664291
532,548,0.000539947685651589
533,505,0.0005403575442257894
534,547,0.0005403575442257894
535,549,0.0005403575442257894
536,550,0.0005401936007961093
537,551,0.0005401116290812692
538,552,0.0005403575442257894
539,553,0.0005403575442257894
540,554,0.0005403575442257894
541,555,0.0005401936007961093
542,556,0.0005402755725109493
543,557,0.0005402755725109493
544,558,0.0005402755725109493
545,559,0.0005403575442257894
546,561,0.0005401936007961093
547,510,0.0005404395159406295
548,560,0.0005404395159406295
549,562,0.0005403575442257894
550,563,0.0005402755725109493
551,564,0.0005401116290812692
552,565,0.0005402755725109493
553,508,0.0005403575442257894
554,566,0.0005402755725109493
555,568,0.0005402755725109493
556,567,0.0005404395159406295
557,569,0.0005401936007961093
558,570,0.0005401116290812692
559,571,0.0005404395159406295
560,572,0.0005404395159406295
561,573,0.0005403575442257894
562,574,0.0005404395159406295
563,578,0.0005402755725109493
564,577,0.0005404395159406295
565,582,0.0005401116290812692
566,576,0.0005402755725109493
567,583,0.0005404395159406295
568,584,0.0005400296573664291
569,585,0.0005402755725109493
570,581,0.0005403575442257894
571,587,0.0005400296573664291
572,586,0.0005404395159406295
573,590,0.0005404395159406295
574,589,0.0005401936007961093
575,591,0.0005404395159406295
576,593,0.0005404395159406295
577,592,0.0005402755725109493
578,594,0.0005400296573664291
579,595,0.0005404395159406295
580,596,0.0005404395159406295
581,597,0.0005397837422219089
582,588,0.0005404395159406295
583,598,0.0005404395159406295
584,599,0.0005404395159406295
585,600,0.0005404395159406295
586,601,0.0005404395159406295
587,602,0.0005404395159406295
588,604,0.0005401116290812692
589,603,0.0005404395159406295
590,605,0.0005402755725109493
591,606,0.0005404395159406295
592,609,0.0005401116290812692
593,608,0.0005404395159406295
594,610,0.0005401936007961093
595,607,0.0005404395159406295
596,611,0.0005404395159406295
597,612,0.0005401936007961093
598,613,0.0005403575442257894
599,614,0.0005401116290812692
600,616,0.0005402755725109493
601,615,0.0005404395159406295
602,618,0.0005402755725109493
603,617,0.0005404395159406295
604,619,0.0005403575442257894
605,620,0.0005404395159406295
606,622,0.0005402755725109493
607,621,0.0005404395159406295
608,624,0.0005401116290812692
609,623,0.0005404395159406295
610,625,0.0005404395159406295
611,626,0.0005403575442257894
612,628,0.0005402755725109493
613,627,0.0005404395159406295
614,630,0.0005402755725109493
615,629,0.0005404395159406295
616,632,0.0005400296573664291
617,631,0.0005404395159406295
618,634,0.0005402755725109493
619,633,0.0005404395159406295
620,636,0.0005402755725109493
621,635,0.0005404395159406295
622,639,0.000539947685651589
623,638,0.0005404395159406295
624,640,0.0005402755725109493
625,641,0.0005404395159406295
626,644,0.0005402755725109493
627,643,0.0005404395159406295
628,645,0.0005402755725109493
629,646,0.0005404395159406295
630,648,0.0005402755725109493
631,647,0.0005404395159406295
632,650,0.0005403575442257894
633,649,0.0005404395159406295
634,652,0.0005401936007961093
635,653,0.0005400296573664291
636,651,0.0005404395159406295
637,655,0.0005401936007961093
638,654,0.0005404395159406295
639,657,0.0005400296573664291
640,575,0.0005401936007961093
641,658,0.000539947685651589
642,642,0.0005404395159406295
643,656,0.0005404395159406295
644,659,0.0005404395159406295
645,660,0.0005404395159406295
646,662,0.0005402755725109493
647,661,0.0005404395159406295
648,664,0.0005403575442257894
649,579,0.0005403575442257894
650,663,0.0005404395159406295
651,666,0.0005402755725109493
652,665,0.0005404395159406295
653,667,0.0005401936007961093
654,668,0.0005401116290812692
655,669,0.0005403575442257894
656,671,0.0005402755725109493
657,637,0.0005401936007961093
658,672,0.0005401936007961093
659,673,0.0005404395159406295
660,674,0.0005404395159406295
661,676,0.0005403575442257894
662,675,0.0005403575442257894
663,679,0.0005402755725109493
664,678,0.0005404395159406295
665,680,0.000539865713936749
666,681,0.000539947685651589
667,682,0.0005404395159406295
668,683,0.0005404395159406295
669,685,0.0005401936007961093
670,684,0.0005404395159406295
671,687,0.0005402755725109493
672,686,0.0005404395159406295
673,689,0.0005401936007961093
674,688,0.0005404395159406295
675,691,0.0005402755725109493
676,690,0.0005404395159406295
677,692,0.0005400296573664291
678,693,0.0005404395159406295
679,694,0.0005402755725109493
680,695,0.0005404395159406295
681,696,0.0005402755725109493
682,697,0.0005404395159406295
683,699,0.0005404395159406295
684,698,0.0005403575442257894
685,700,0.0005403575442257894
686,702,0.0005400296573664291
687,701,0.0005404395159406295
688,703,0.0005404395159406295
689,704,0.0005402755725109493
690,670,0.0005404395159406295
691,705,0.0005404395159406295
692,707,0.0005404395159406295
693,706,0.0005403575442257894
694,708,0.0005403575442257894
695,709,0.0005402755725109493
696,710,0.0005404395159406295
697,712,0.0005402755725109493
698,711,0.0005404395159406295
699,713,0.0005401936007961093
700,714,0.0005404395159406295
701,716,0.0005403575442257894
702,715,0.0005404395159406295
703,718,0.0005402755725109493
704,717,0.0005404395159406295
705,720,0.0005400296573664291
706,580,0.0005403575442257894
707,677,0.0005403575442257894
708,719,0.0005404395159406295
709,722,0.0005401936007961093
710,721,0.0005404395159406295
711,723,0.0005404395159406295
712,725,0.0005397017705070688
713,724,0.0005404395159406295
714,726,0.000539947685651589
715,727,0.0005404395159406295
716,728,0.0005402755725109493
717,729,0.0005404395159406295
718,730,0.0005404395159406295
719,732,0.0005403575442257894
720,731,0.0005404395159406295
721,734,0.0005402755725109493
722,733,0.0005404395159406295
723,736,0.0005402755725109493
724,735,0.0005404395159406295
725,738,0.0005402755725109493
726,737,0.0005404395159406295
727,740,0.0005401116290812692
728,739,0.0005402755725109493
729,743,0.0005400296573664291
730,742,0.0005401936007961093
731,744,0.0005400296573664291
732,741,0.0005404395159406295
733,745,0.0005404395159406295
734,746,0.0005404395159406295
735,748,0.0005401116290812692
736,749,0.0005402755725109493
737,750,0.0005401116290812692
738,751,0.0005404395159406295
739,752,0.0005403575442257894
740,753,0.0005403575442257894
741,757,0.0005400296573664291
742,755,0.0005404395159406295
743,756,0.0005403575442257894
744,758,0.0005401116290812692
745,759,0.0005401936007961093
746,760,0.0005402755725109493
747,762,0.0005400296573664291
748,761,0.0005404395159406295
749,763,0.0005401936007961093
750,764,0.0005402755725109493
751,754,0.0005402755725109493
752,766,0.0005403575442257894
753,765,0.0005404395159406295
754,771,0.0005401116290812692
755,767,0.0005404395159406295
756,770,0.0005402755725109493
757,772,0.0005401116290812692
758,768,0.0005404395159406295
759,769,0.0005404395159406295
760,773,0.0005404395159406295
761,774,0.0005402755725109493
762,775,0.0005404395159406295
763,776,0.0005402755725109493
764,777,0.0005402755725109493
765,778,0.0005402755725109493
766,779,0.0005402755725109493
767,780,0.000539865713936749
768,747,0.0005404395159406295
769,781,0.0005403575442257894
770,783,0.0005401936007961093
771,784,0.0005404395159406295
772,785,0.0005403575442257894
773,786,0.0005402755725109493
774,787,0.0005402755725109493
775,789,0.0005401936007961093
776,788,0.0005404395159406295
777,791,0.0005401936007961093
778,793,0.0005401936007961093
779,792,0.0005404395159406295
780,794,0.0005403575442257894
781,795,0.0005401936007961093
782,796,0.0005404395159406295
783,797,0.0005404395159406295
784,799,0.0005403575442257894
785,798,0.0005404395159406295
786,800,0.0005401936007961093
787,801,0.0005404395159406295
788,802,0.0005403575442257894
789,803,0.000539865713936749
790,782,0.0005403575442257894
791,804,0.0005401936007961093
792,805,0.0005403575442257894
793,807,0.0005403575442257894
794,806,0.0005404395159406295
795,808,0.0005403575442257894
796,809,0.0005403575442257894
797,811,0.0005401936007961093
798,810,0.0005404395159406295
799,812,0.0005403575442257894
800,813,0.0005403575442257894
801,814,0.0005402755725109493
802,815,0.0005401936007961093
803,816,0.0005404395159406295
804,817,0.0005403575442257894
805,818,0.0005403575442257894
806,819,0.0005402755725109493
807,820,0.0005403575442257894
808,821,0.0005404395159406295
809,822,0.0005402755725109493
810,823,0.0005403575442257894
811,824,0.0005403575442257894
812,826,0.0005402755725109493
813,825,0.0005403575442257894
814,828,0.0005402755725109493
815,827,0.0005401936007961093
816,829,0.0005401936007961093
817,832,0.0005403575442257894
818,831,0.0005393738836477085
819,834,0.0005403575442257894
820,833,0.0005400296573664291
821,836,0.0005403575442257894
822,835,0.0005402755725109493
823,837,0.0005401116290812692
824,839,0.0005403575442257894
825,838,0.0005403575442257894
826,840,0.0005403575442257894
827,842,0.0005403575442257894
828,841,0.0005404395159406295
829,844,0.0005402755725109493
830,845,0.0005402755725109493
831,846,0.0005397837422219089
832,847,0.0005402755725109493
833,848,0.0005400296573664291
834,853,0.0005402755725109493
835,852,0.0005401116290812692
836,854,0.0005397837422219089
837,850,0.0005403575442257894
838,851,0.0005404395159406295
839,855,0.0005401116290812692
840,849,0.0005401936007961093
841,856,0.0005403575442257894
842,858,0.0005403575442257894
843,859,0.0005401116290812692
844,860,0.0005402755725109493
845,861,0.0005403575442257894
846,843,0.0005401936007961093
847,862,0.0005403575442257894
848,863,0.0005403575442257894
849,864,0.0005401936007961093
850,865,0.0005403575442257894
