,nodes,Density
1,118,0.01050121937902668
2,201,0.02520656644705711
3,258,0.024806173333818658
4,182,0.017471699486768827
5,152,0.017726495104284205
6,162,0.022458413715284096
7,47,0.02837331197903396
8,144,0.028409711352964728
9,263,0.030575474101845447
10,301,0.02693553670876861
11,221,0.028355112292068576
12,321,0.035634987078222255
13,203,0.034124413060095365
14,65,0.03297783278127616
15,306,0.03243184217231464
16,297,0.03612637862628763
17,253,0.03461580460816074
18,183,0.0348887999126415
19,307,0.03179485312852619
20,169,0.036362974556837624
21,216,0.03687256579186838
22,212,0.03536199177374149
23,274,0.03725475921814145
24,92,0.03516179521712227
25,68,0.03840133949696065
26,91,0.03567138645215302
27,125,0.036945364539729915
28,189,0.03599898081752994
29,305,0.035289193025879954
30,202,0.03585338332180686
31,222,0.03774615076620682
32,80,0.0378917482619299
33,273,0.036854366104902996
34,250,0.03692716485276453
35,126,0.038110144505514504
36,204,0.03829214137516835
37,127,0.038510537618752956
38,186,0.03852873730571834
39,148,0.03838313980999527
40,129,0.03841953918392604
41,76,0.03843773887089142
42,78,0.03858333636661449
43,163,0.038601536053579875
44,70,0.038601536053579875
45,114,0.0386925344884068
46,77,0.03852873730571834
47,261,0.013904560841553525
48,248,0.024587777090234048
49,150,0.026607942343391693
50,311,0.02615295016925709
51,146,0.02564335893422633
52,147,0.020620245331780293
53,112,0.019801259418338005
54,313,0.036508572052560695
55,67,0.02034725002729953
56,219,0.02598915298656863
57,299,0.022640410584937938
58,293,0.02385978961161868
59,177,0.028300513231172424
60,310,0.029902085684126233
61,232,0.028682706657445493
62,296,0.03483420085174535
63,123,0.03452480617333382
64,172,0.03032067848433007
65,292,0.030630073162741602
66,167,0.02799111855276089
67,197,0.03550758926946457
68,246,0.03457940523422997
69,94,0.03075747097149929
70,276,0.036708768609179925
71,225,0.037145561096349144
72,284,0.035289193025879954
73,133,0.03687256579186838
74,239,0.0380009463837222
75,218,0.03634477486987224
76,128,0.03798274669675682
77,251,0.03825574200123758
78,254,0.03838313980999527
79,275,0.0383467404360645
80,198,0.03756415389655298
81,308,0.03841953918392604
82,240,0.03809194481854912
83,213,0.03725475921814145
84,286,0.03787354857496451
85,271,0.03805554544461835
86,281,0.037928147635860665
87,267,0.03825574200123758
88,242,0.03829214137516835
89,309,0.03863793542751065
90,206,0.03841953918392604
91,81,0.038455938557856804
92,220,0.03858333636661449
93,290,0.03863793542751065
94,266,0.03831034106213373
95,226,0.03858333636661449
96,270,0.03863793542751065
97,142,0.037491355148691445
98,241,0.0386925344884068
99,278,0.0386925344884068
100,279,0.0386925344884068
101,291,0.0386925344884068
102,247,0.0386925344884068
103,304,0.0386925344884068
104,184,0.038510537618752956
105,280,0.0386925344884068
106,153,0.03790994794889528
107,257,0.0386925344884068
108,269,0.03863793542751065
109,168,0.0382375423142722
110,255,0.014814545189822736
111,166,0.020074254722818766
112,109,0.024314781785753286
113,230,0.018691078513449567
114,179,0.027517926691660904
115,174,0.024514978342372512
116,176,0.022094419975976415
117,131,0.025625159247260946
118,217,0.02389618898554945
119,119,0.03163105594583773
120,288,0.03674516798311069
121,161,0.034215411494922285
122,159,0.03197684999818003
123,95,0.034470207112437666
124,256,0.036799767044006844
125,260,0.037673352018345284
126,157,0.03803734575765297
127,237,0.03843773887089142
128,322,0.03794634732282605
129,249,0.038019146070687584
130,298,0.03820114294034142
131,287,0.03841953918392604
132,283,0.03812834419247989
133,192,0.03796454700979143
134,300,0.038110144505514504
135,137,0.0380009463837222
136,234,0.03863793542751065
137,223,0.03863793542751065
138,132,0.038510537618752956
139,295,0.03863793542751065
140,215,0.03858333636661449
141,272,0.038510537618752956
142,265,0.0386925344884068
143,289,0.0386925344884068
144,316,0.03818294325337604
145,245,0.03625377643504532
146,214,0.03863793542751065
147,331,0.03863793542751065
148,244,0.0386925344884068
149,178,0.0386925344884068
150,185,0.0386925344884068
151,236,0.03863793542751065
152,324,0.03843773887089142
153,45,0.0369635642266953
154,90,0.03803734575765297
155,130,0.038164743566410655
156,75,0.03820114294034142
157,140,0.0383467404360645
158,82,0.03796454700979143
159,51,0.038510537618752956
160,175,0.0386925344884068
161,50,0.03787354857496451
162,106,0.0383467404360645
163,41,0.03858333636661449
164,99,0.037928147635860665
165,143,0.037291158592072216
166,96,0.03825574200123758
167,264,0.0386925344884068
168,136,0.03847413824482219
169,71,0.03821934262730681
170,100,0.03825574200123758
171,84,0.03863793542751065
172,312,0.03858333636661449
173,329,0.038601536053579875
174,318,0.03840133949696065
175,319,0.03858333636661449
176,314,0.03858333636661449
177,317,0.03852873730571834
178,326,0.0386925344884068
179,315,0.03858333636661449
180,160,0.03863793542751065
181,196,0.0386925344884068
182,43,0.0386925344884068
183,156,0.0386925344884068
184,56,0.038364940123029885
185,74,0.038455938557856804
186,86,0.03858333636661449
187,252,0.038510537618752956
188,235,0.03863793542751065
189,243,0.03858333636661449
190,238,0.0386925344884068
191,227,0.0386925344884068
192,104,0.038601536053579875
193,89,0.0386925344884068
194,141,0.03863793542751065
195,302,0.03858333636661449
196,285,0.0386925344884068
197,325,0.03809194481854912
198,59,0.03798274669675682
199,54,0.03821934262730681
200,66,0.038546936992683724
201,262,0.0378917482619299
202,233,0.035489389582499184
203,229,0.0383467404360645
204,191,0.03841953918392604
