,nodes,DC
0,1,0.5243362831858407
1,18,0.2721238938053097
2,11,0.2411504424778761
3,17,0.23008849557522124
4,5,0.16592920353982302
5,5,0.16592920353982302
6,64,0.1415929203539823
7,66,0.1415929203539823
8,36,0.13938053097345132
9,67,0.13495575221238937
10,6,0.13053097345132744
11,7,0.13053097345132744
12,101,0.1261061946902655
13,188,0.08407079646017698
14,116,0.08185840707964602
15,102,0.07964601769911504
16,61,0.07743362831858407
17,120,0.07300884955752213
18,121,0.0663716814159292
19,206,0.061946902654867256
20,186,0.05752212389380531
21,48,0.05309734513274336
22,167,0.05309734513274336
23,14,0.050884955752212385
24,30,0.050884955752212385
25,174,0.050884955752212385
26,12,0.046460176991150445
27,71,0.046460176991150445
28,348,0.046460176991150445
29,246,0.04203539823008849
30,300,0.03982300884955752
31,280,0.03761061946902655
32,155,0.035398230088495575
33,295,0.035398230088495575
34,369,0.035398230088495575
35,13,0.0331858407079646
36,69,0.0331858407079646
37,170,0.0331858407079646
38,233,0.0331858407079646
39,293,0.0331858407079646
40,366,0.0331858407079646
41,43,0.030973451327433628
42,91,0.030973451327433628
43,52,0.028761061946902654
44,249,0.028761061946902654
45,384,0.028761061946902654
46,26,0.02654867256637168
47,32,0.02654867256637168
48,65,0.02654867256637168
49,139,0.02654867256637168
50,208,0.02654867256637168
51,287,0.02654867256637168
52,321,0.02654867256637168
53,347,0.02654867256637168
54,2,0.024336283185840708
55,24,0.024336283185840708
56,55,0.024336283185840708
57,159,0.024336283185840708
58,220,0.024336283185840708
59,240,0.024336283185840708
60,284,0.024336283185840708
61,334,0.024336283185840708
62,430,0.024336283185840708
63,11,0.022123893805309734
64,38,0.022123893805309734
65,58,0.022123893805309734
66,70,0.022123893805309734
67,105,0.022123893805309734
68,172,0.022123893805309734
69,173,0.022123893805309734
70,183,0.022123893805309734
71,207,0.022123893805309734
72,231,0.022123893805309734
73,235,0.022123893805309734
74,283,0.022123893805309734
75,294,0.022123893805309734
76,309,0.022123893805309734
77,320,0.022123893805309734
78,343,0.022123893805309734
79,407,0.022123893805309734
80,23,0.01991150442477876
81,27,0.01991150442477876
82,35,0.01991150442477876
83,49,0.01991150442477876
84,50,0.01991150442477876
85,56,0.01991150442477876
86,115,0.01991150442477876
87,180,0.01991150442477876
88,195,0.01991150442477876
89,202,0.01991150442477876
90,230,0.01991150442477876
91,232,0.01991150442477876
92,234,0.01991150442477876
93,274,0.01991150442477876
94,312,0.01991150442477876
95,317,0.01991150442477876
96,337,0.01991150442477876
97,111,0.017699115044247787
98,168,0.017699115044247787
99,169,0.017699115044247787
100,176,0.017699115044247787
101,185,0.017699115044247787
102,192,0.017699115044247787
103,203,0.017699115044247787
104,204,0.017699115044247787
105,209,0.017699115044247787
106,210,0.017699115044247787
107,211,0.017699115044247787
108,242,0.017699115044247787
109,290,0.017699115044247787
110,291,0.017699115044247787
111,296,0.017699115044247787
112,326,0.017699115044247787
113,345,0.017699115044247787
114,346,0.017699115044247787
115,349,0.017699115044247787
116,362,0.017699115044247787
117,425,0.017699115044247787
118,1,0.015486725663716814
119,25,0.015486725663716814
120,51,0.015486725663716814
121,54,0.015486725663716814
122,62,0.015486725663716814
123,68,0.015486725663716814
124,76,0.015486725663716814
125,89,0.015486725663716814
126,90,0.015486725663716814
127,93,0.015486725663716814
128,113,0.015486725663716814
129,129,0.015486725663716814
130,154,0.015486725663716814
131,165,0.015486725663716814
132,166,0.015486725663716814
133,187,0.015486725663716814
134,194,0.015486725663716814
135,196,0.015486725663716814
136,212,0.015486725663716814
137,221,0.015486725663716814
138,223,0.015486725663716814
139,237,0.015486725663716814
140,245,0.015486725663716814
141,247,0.015486725663716814
142,276,0.015486725663716814
143,277,0.015486725663716814
144,286,0.015486725663716814
145,313,0.015486725663716814
146,344,0.015486725663716814
147,358,0.015486725663716814
148,3,0.01327433628318584
149,8,0.01327433628318584
150,15,0.01327433628318584
151,19,0.01327433628318584
152,22,0.01327433628318584
153,29,0.01327433628318584
154,31,0.01327433628318584
155,39,0.01327433628318584
156,60,0.01327433628318584
157,74,0.01327433628318584
158,80,0.01327433628318584
159,83,0.01327433628318584
160,86,0.01327433628318584
161,94,0.01327433628318584
162,98,0.01327433628318584
163,99,0.01327433628318584
164,104,0.01327433628318584
165,106,0.01327433628318584
166,109,0.01327433628318584
167,112,0.01327433628318584
168,122,0.01327433628318584
169,126,0.01327433628318584
170,127,0.01327433628318584
171,130,0.01327433628318584
172,133,0.01327433628318584
173,136,0.01327433628318584
174,142,0.01327433628318584
175,150,0.01327433628318584
176,153,0.01327433628318584
177,164,0.01327433628318584
178,171,0.01327433628318584
179,189,0.01327433628318584
180,197,0.01327433628318584
181,200,0.01327433628318584
182,201,0.01327433628318584
183,214,0.01327433628318584
184,219,0.01327433628318584
185,228,0.01327433628318584
186,229,0.01327433628318584
187,241,0.01327433628318584
188,244,0.01327433628318584
189,248,0.01327433628318584
190,253,0.01327433628318584
191,256,0.01327433628318584
192,257,0.01327433628318584
193,258,0.01327433628318584
194,259,0.01327433628318584
195,260,0.01327433628318584
196,261,0.01327433628318584
197,262,0.01327433628318584
198,298,0.01327433628318584
199,306,0.01327433628318584
200,308,0.01327433628318584
201,310,0.01327433628318584
202,319,0.01327433628318584
203,322,0.01327433628318584
204,327,0.01327433628318584
205,335,0.01327433628318584
206,339,0.01327433628318584
207,341,0.01327433628318584
208,351,0.01327433628318584
209,352,0.01327433628318584
210,353,0.01327433628318584
211,356,0.01327433628318584
212,357,0.01327433628318584
213,359,0.01327433628318584
214,364,0.01327433628318584
215,367,0.01327433628318584
216,368,0.01327433628318584
217,391,0.01327433628318584
218,431,0.01327433628318584
219,28,0.011061946902654867
220,42,0.011061946902654867
221,44,0.011061946902654867
222,53,0.011061946902654867
223,57,0.011061946902654867
224,59,0.011061946902654867
225,63,0.011061946902654867
226,81,0.011061946902654867
227,82,0.011061946902654867
228,84,0.011061946902654867
229,85,0.011061946902654867
230,87,0.011061946902654867
231,88,0.011061946902654867
232,92,0.011061946902654867
233,95,0.011061946902654867
234,96,0.011061946902654867
235,100,0.011061946902654867
236,117,0.011061946902654867
237,118,0.011061946902654867
238,123,0.011061946902654867
239,124,0.011061946902654867
240,128,0.011061946902654867
241,131,0.011061946902654867
242,132,0.011061946902654867
243,134,0.011061946902654867
244,135,0.011061946902654867
245,137,0.011061946902654867
246,138,0.011061946902654867
247,140,0.011061946902654867
248,141,0.011061946902654867
249,147,0.011061946902654867
250,148,0.011061946902654867
251,149,0.011061946902654867
252,158,0.011061946902654867
253,175,0.011061946902654867
254,177,0.011061946902654867
255,179,0.011061946902654867
256,191,0.011061946902654867
257,198,0.011061946902654867
258,199,0.011061946902654867
259,213,0.011061946902654867
260,218,0.011061946902654867
261,224,0.011061946902654867
262,227,0.011061946902654867
263,239,0.011061946902654867
264,250,0.011061946902654867
265,252,0.011061946902654867
266,254,0.011061946902654867
267,264,0.011061946902654867
268,265,0.011061946902654867
269,267,0.011061946902654867
270,292,0.011061946902654867
271,297,0.011061946902654867
272,299,0.011061946902654867
273,307,0.011061946902654867
274,311,0.011061946902654867
275,336,0.011061946902654867
276,361,0.011061946902654867
277,365,0.011061946902654867
278,370,0.011061946902654867
279,383,0.011061946902654867
280,387,0.011061946902654867
281,389,0.011061946902654867
282,394,0.011061946902654867
283,395,0.011061946902654867
284,401,0.011061946902654867
285,413,0.011061946902654867
286,420,0.011061946902654867
287,421,0.011061946902654867
288,422,0.011061946902654867
289,440,0.011061946902654867
290,441,0.011061946902654867
291,34,0.008849557522123894
292,37,0.008849557522123894
293,40,0.008849557522123894
294,41,0.008849557522123894
295,45,0.008849557522123894
296,46,0.008849557522123894
