,nodes,CnC
0,1268,0.08182330142114155
1,2554,0.0809437981320662
2,2570,0.08035786905246035
3,1202,0.07987194619153098
4,2571,0.0796260477111541
5,1199,0.07932684587468285
6,1443,0.07918570169111165
7,2519,0.07911468426194328
8,2489,0.07877280265339967
9,2520,0.07803121248499399
10,2577,0.07802751496580373
11,2503,0.07802628253727571
12,4204,0.07729377894605081
13,1093,0.07720680170042511
14,2583,0.07718388200553099
15,4147,0.07683812664292047
16,1222,0.07680706500614146
17,1342,0.07676171237666071
18,414,0.0758192003683524
19,413,0.07577965607694549
20,1266,0.07572041692213366
21,2867,0.07557445766912461
22,2451,0.07547746371275783
23,4098,0.07544057909043707
24,2908,0.07505659632009967
25,2571,0.07479635405626382
26,382,0.07477031588188106
27,2521,0.07458517657361134
28,373,0.07455140878016389
29,436,0.07452778951179771
30,1290,0.07446151063412869
31,2916,0.07442673335944798
32,1200,0.0744121590070345
33,2501,0.07423101774632226
34,89,0.07421651993629999
35,2199,0.07396759799958075
36,1202,0.07379963548358182
37,1383,0.07369834402506341
38,2210,0.07356992866397605
39,407,0.07346489597430216
40,2575,0.07345178797115456
41,2512,0.07340594677325883
42,385,0.07328398285095462
43,4162,0.0732416083501364
44,2757,0.07322857989919952
45,2413,0.0727444079577081
46,2931,0.07257768309703959
47,47,0.07257555056047718
48,2786,0.07255636336931777
49,2452,0.0724255219329111
50,4191,0.07239474185559154
51,4202,0.07212626476471361
52,411,0.07212099976640972
53,1274,0.07207470090458126
54,557,0.07206523800493078
55,4159,0.07199067327309822
56,2440,0.0719057946754778
57,4146,0.07185977161975417
58,1082,0.07185768106244636
59,2263,0.0717074799320666
60,45,0.07166794817856055
61,1423,0.0716378085211288
62,1340,0.07152682255845942
63,2550,0.07134913413348354
64,1223,0.07132955989372762
65,1149,0.07113850407534346
66,2367,0.07111085520160071
67,2468,0.07109959700633275
68,2250,0.07106379918003308
69,2317,0.07087314567731198
70,502,0.070797982114194
71,2572,0.07075741950269279
72,2282,0.07075640603291462
73,3968,0.07071386650252652
74,384,0.07071285427998855
75,4099,0.07071082992184592
76,1124,0.0706855352211427
77,2566,0.07068351242684828
78,2318,0.07064611160369534
79,2701,0.0705522786672189
80,1231,0.07048986173142506
81,2433,0.07041450481783454
82,2040,0.07041049030786774
83,1767,0.07039343374609915
84,2499,0.07028026746336606
85,2868,0.0702652727402034
86,2228,0.07016048856696493
87,195,0.0701395692237793
88,2692,0.07006297157769331
89,2746,0.07006297157769331
90,2915,0.06997167138810198
91,2348,0.06993105986608343
92,99,0.06985985603778655
93,2207,0.0698499780835089
94,2909,0.06981740064446831
95,2482,0.06974741270984229
96,381,0.06967461671908717
97,3165,0.06963140460920432
98,2618,0.06962944169591385
99,1476,0.06956864622794294
100,2514,0.06945811422625911
101,2431,0.06944444444444445
102,374,0.06944053978071409
103,1326,0.06938786976430598
104,1289,0.06935766935766936
105,1060,0.06928859964093358
106,2917,0.0692720822290466
107,1381,0.06919445884050257
108,1054,0.0691353878019425
109,1264,0.06910347335879251
110,1475,0.06906965688878947
111,2582,0.06901176273364812
112,2197,0.06895107823295415
113,2198,0.06894145558579304
114,2203,0.0689058751325113
115,408,0.06882427518564442
116,2487,0.06877157812674017
117,1332,0.06868647543832816
118,2302,0.06857872671238582
119,556,0.06857682269976123
120,2279,0.06857206313071723
121,3274,0.06843053054439673
122,3276,0.06843053054439673
123,2576,0.06842673906418816
124,2813,0.06838695387341492
125,2814,0.06838695387341492
126,4190,0.0683330336270455
127,386,0.06828108586277437
128,387,0.06828108586277437
129,388,0.06828108586277437
130,389,0.06828108586277437
131,2412,0.06824995509871375
132,2508,0.06824995509871375
133,826,0.06824618360157492
134,4163,0.06824429800931106
135,4164,0.06824429800931106
136,2758,0.06823298664346193
137,1013,0.06815297169030407
138,4197,0.06811256497580212
139,2502,0.06802533737262462
140,1080,0.06798133953513975
141,4156,0.06796917996697853
142,2788,0.06790564689063616
143,2790,0.06790564689063616
144,2792,0.06790564689063616
145,406,0.06789631380741637
146,4302,0.06788418463398882
147,41,0.06784502767362971
148,2751,0.067843164183204
149,2637,0.06782732864674869
150,2196,0.06782639737481636
151,2905,0.06781429316640585
152,4826,0.06779940160852022
153,1123,0.06778637685932269
154,2343,0.06776220131134948
155,4179,0.0677566247874033
156,2441,0.06769256066980008
157,2548,0.06766752506711961
158,2932,0.06766752506711961
159,48,0.06766567131468647
160,390,0.06765362439912899
161,2787,0.0676489921121823
162,4446,0.06754539488077008
163,2513,0.067543547813722
