,nodes,CnC
0,1,0.6541244573082489
1,18,0.5505481120584653
2,11,0.5458937198067633
3,17,0.5323910482921084
4,65,0.5039018952062431
5,66,0.5022222222222222
6,36,0.49834619625137816
7,67,0.49834619625137816
8,101,0.49183895538628947
9,4,0.4860215053763441
10,5,0.4860215053763441
11,186,0.47729672650475186
12,188,0.47478991596638653
13,6,0.47280334728033474
14,7,0.47280334728033474
15,348,0.4708333333333333
16,102,0.465979381443299
17,48,0.4645426515930113
18,116,0.4645426515930113
19,120,0.4621676891615542
20,246,0.46122448979591835
21,233,0.4588832487309645
22,167,0.45564516129032256
23,295,0.45472837022132795
24,300,0.45336008024072216
25,30,0.4529058116232465
26,174,0.4515484515484515
27,61,0.4506480558325025
28,180,0.4506480558325025
29,347,0.44885799404170806
30,321,0.44752475247524753
31,320,0.44708209693372897
32,71,0.44664031620553357
33,369,0.4461994076999013
34,206,0.4448818897637795
35,69,0.444007858546169
36,220,0.444007858546169
37,280,0.444007858546169
38,294,0.4427032321253673
39,12,0.44227005870841485
40,293,0.44140625
41,2,0.4388349514563107
42,208,0.4384093113482056
43,345,0.4384093113482056
44,291,0.43756050338818975
45,235,0.437137330754352
46,173,0.43671497584541064
47,309,0.43671497584541064
48,287,0.4362934362934363
49,52,0.43419788664745435
50,91,0.43419788664745435
51,168,0.43419788664745435
52,159,0.43378119001919385
53,56,0.4333652924256951
54,121,0.4333652924256951
55,26,0.4329501915708812
56,70,0.4329501915708812
57,312,0.4321223709369025
58,195,0.43170964660936006
59,231,0.43170964660936006
60,13,0.4312977099236641
61,335,0.43088655862726405
62,351,0.43047619047619046
63,24,0.4296577946768061
64,366,0.4296577946768061
65,326,0.42924976258309594
66,334,0.42843601895734595
67,339,0.42803030303030304
68,343,0.42803030303030304
69,425,0.42762535477767266
70,236,0.42722117202268434
71,322,0.42681775259678945
72,234,0.42641509433962266
73,327,0.42601319509896324
74,50,0.4256120527306968
75,55,0.4256120527306968
76,187,0.424812030075188
77,58,0.4244131455399061
78,19,0.42401500938086306
79,319,0.42361761949390814
80,310,0.4232209737827715
81,421,0.42282507015902715
82,212,0.4224299065420561
83,228,0.4224299065420561
84,62,0.42203548085901027
85,350,0.42203548085901027
86,115,0.4204651162790698
87,349,0.4204651162790698
88,306,0.4200743494423792
89,362,0.4200743494423792
90,223,0.41929499072356213
91,391,0.41890639481000924
92,22,0.4185185185185185
93,113,0.4185185185185185
94,407,0.4185185185185185
95,8,0.4181313598519889
96,129,0.4181313598519889
97,126,0.41735918744228995
98,221,0.41735918744228995
99,383,0.41735918744228995
100,90,0.41697416974169743
101,170,0.4165898617511521
102,358,0.4165898617511521
103,1,0.4162062615101289
104,54,0.4162062615101289
105,93,0.4162062615101289
106,244,0.41544117647058826
