1	2
1	4
1	6
1	9
2	11
2	75
2	116
2	130
2	132
3	9
3	68
3	152
3	174
4	118
4	126
4	156
4	163
4	181
4	183
4	190
4	196
4	198
5	119
5	156
5	163
5	173
5	181
5	183
5	190
5	196
5	198
6	11
6	12
7	26
7	28
7	51
7	73
7	89
7	95
8	60
8	74
9	15
9	109
9	194
9	214
9	215
9	236
10	104
10	219
10	237
11	125
11	139
11	143
12	119
13	17
13	152
13	174
14	89
15	87
15	115
15	119
16	17
16	23
16	25
17	20
17	23
17	85
17	93
17	115
17	118
17	120
18	42
18	54
19	36
19	44
19	73
19	77
20	21
20	71
21	76
21	133
21	210
21	211
22	76
22	86
22	107
25	49
26	191
27	50
27	52
28	29
28	31
28	34
28	35
28	39
28	40
30	31
30	51
31	53
32	49
32	67
32	74
32	75
33	34
33	50
33	60
35	44
35	75
35	113
37	50
37	94
38	191
39	44
39	51
41	42
41	43
42	48
42	50
43	46
43	138
43	168
43	169
43	173
43	174
43	186
43	219
43	233
47	80
48	215
49	214
51	53
53	85
53	87
54	60
54	79
54	87
54	91
58	59
58	60
58	61
59	62
59	83
59	86
59	88
59	89
59	96
60	65
60	67
60	72
60	92
60	100
60	106
62	83
64	72
64	82
64	84
64	86
64	95
64	102
64	210
64	216
64	226
65	75
67	69
67	70
68	99
68	107
68	119
68	130
68	213
68	219
70	87
70	88
70	89
70	90
72	90
72	91
72	95
73	94
73	115
73	215
74	76
76	210
79	191
80	191
81	191
82	191
84	85
84	86
85	143
85	152
85	158
85	164
85	176
85	181
85	188
85	189
85	190
87	152
87	158
87	164
87	176
87	181
87	188
87	189
87	190
87	192
88	104
88	107
88	110
88	118
88	120
88	237
89	191
91	92
91	214
94	102
94	115
94	142
94	217
94	236
95	191
96	199
96	205
96	241
96	242
97	98
98	222
98	228
99	120
99	146
99	187
99	192
99	199
99	203
99	207
99	208
100	108
101	102
102	225
103	136
103	137
103	138
104	192
104	202
105	223
106	107
106	108
106	110
106	112
107	210
108	140
108	192
109	115
109	123
110	112
110	119
110	143
111	113
112	131
112	146
112	202
112	234
114	125
114	141
114	192
114	216
115	131
115	132
115	134
116	129
116	139
116	140
117	133
117	142
118	126
118	152
118	157
118	158
118	167
118	168
118	177
118	179
118	182
118	193
118	194
118	195
119	152
119	157
119	158
119	167
119	168
119	173
119	177
119	179
119	182
119	193
119	194
119	195
120	124
120	126
120	143
120	149
120	175
120	200
120	206
122	124
123	125
123	140
124	201
124	202
126	152
126	161
126	172
126	185
126	188
126	255
126	257
126	263
126	265
127	128
130	138
130	225
131	214
133	211
134	174
134	179
134	180
134	198
134	220
138	170
138	178
138	193
138	212
138	213
138	233
141	142
142	145
143	149
143	158
143	165
143	170
143	174
143	182
143	183
143	192
146	188
146	194
146	196
146	201
146	220
148	151
149	188
149	194
149	196
149	200
149	201
149	206
149	220
150	199
150	200
150	216
150	217
151	192
151	206
152	160
152	201
153	166
154	162
154	167
154	168
155	161
155	198
156	162
158	163
159	164
160	198
160	201
161	201
161	220
162	163
162	234
163	164
163	270
163	276
164	165
164	272
164	277
165	166
165	269
165	277
166	167
166	228
167	168
167	222
168	222
169	190
170	235
170	271
170	273
171	208
171	256
171	257
172	186
172	218
172	247
173	186
173	188
173	202
173	221
173	255
173	263
173	265
174	179
175	191
176	177
177	178
179	180
179	201
180	181
181	182
181	232
182	183
183	189
185	195
185	257
186	218
186	247
187	191
188	200
188	220
188	221
189	280
193	232
194	196
194	219
195	205
195	227
196	251
199	201
200	228
201	220
202	204
203	228
204	234
205	206
205	222
205	227
205	234
205	246
208	222
208	227
208	234
208	246
211	214
214	218
217	240
221	257
227	230
230	256
238	239
245	246
245	284
246	253
246	284
248	249
254	274
256	258
