,nodes_name,new_name
0,186,1
1,1,2
2,207,3
3,218,4
4,227,5
5,228,6
6,229,7
7,230,8
8,3,9
9,2,10
10,408,11
11,7,12
12,238,13
13,243,14
14,6,15
15,4,16
16,145,17
17,147,18
18,241,19
19,404,20
20,148,21
21,5,22
22,61,23
23,108,24
24,157,25
25,158,26
26,159,27
27,167,28
28,169,29
29,170,30
30,220,31
31,222,32
32,245,33
33,350,34
34,360,35
35,374,36
36,426,37
37,428,38
38,68,39
39,99,40
40,15,41
41,8,42
42,23,43
43,352,44
44,353,45
45,12,46
46,9,47
47,16,48
48,176,49
49,182,50
50,299,51
51,10,52
52,300,53
53,386,54
54,387,55
55,449,56
56,451,57
57,11,58
58,383,59
59,384,60
60,249,61
61,89,62
62,13,63
63,112,64
64,153,65
65,193,66
66,205,67
67,231,68
68,14,69
69,202,70
70,371,71
71,376,72
72,356,73
73,17,74
74,18,75
75,19,76
76,354,77
77,20,78
78,21,79
79,22,80
80,102,81
81,24,82
82,287,83
83,103,84
84,25,85
85,289,86
86,105,87
87,26,88
88,292,89
89,39,90
90,27,91
91,392,92
92,31,93
93,28,94
94,44,95
95,30,96
96,29,97
97,76,98
98,90,99
99,212,100
100,32,101
101,155,102
102,298,103
103,37,104
104,33,105
105,390,106
106,166,107
107,34,108
108,372,109
109,399,110
110,35,111
111,437,112
112,36,113
113,45,114
114,38,115
115,88,116
116,427,117
117,117,118
118,40,119
119,118,120
120,173,121
121,174,122
122,77,123
123,41,124
124,79,125
125,43,126
126,42,127
127,49,128
128,396,129
129,297,130
130,104,131
131,46,132
132,288,133
133,107,134
134,47,135
135,291,136
136,106,137
137,48,138
138,290,139
139,422,140
140,50,141
141,261,142
142,406,143
143,72,144
144,51,145
145,359,146
146,447,147
147,69,148
148,52,149
149,71,150
150,312,151
151,446,152
152,54,153
153,53,154
154,150,155
155,154,156
156,55,157
157,123,158
158,56,159
159,217,160
160,274,161
161,433,162
162,57,163
163,250,164
164,59,165
165,58,166
166,60,167
167,198,168
168,70,169
169,124,170
170,365,171
171,63,172
172,62,173
173,125,174
174,128,175
175,132,176
176,248,177
177,364,178
178,65,179
179,64,180
180,413,181
181,67,182
182,66,183
183,164,184
184,91,185
185,109,186
186,208,187
187,373,188
188,146,189
189,73,190
190,281,191
191,348,192
192,349,193
193,340,194
194,74,195
195,342,196
196,444,197
197,445,198
198,100,199
199,75,200
200,78,201
201,270,202
202,343,203
203,81,204
204,80,205
205,156,206
206,233,207
207,272,208
208,273,209
209,83,210
210,84,211
211,82,212
212,85,213
213,101,214
214,86,215
215,121,216
216,165,217
217,268,218
218,87,219
219,201,220
220,211,221
221,221,222
222,114,223
223,116,224
224,171,225
225,214,226
226,223,227
227,224,228
228,269,229
229,277,230
230,282,231
231,389,232
232,395,233
233,409,234
234,436,235
235,417,236
236,92,237
237,93,238
238,301,239
239,303,240
240,412,241
241,440,242
242,443,243
243,95,244
244,94,245
245,152,246
246,285,247
247,96,248
248,172,249
249,414,250
250,98,251
251,97,252
252,144,253
253,432,254
254,119,255
255,278,256
256,402,257
257,309,258
258,337,259
259,280,260
260,401,261
261,394,262
262,110,263
263,266,264
264,129,265
265,111,266
266,190,267
267,130,268
268,113,269
269,262,270
270,452,271
271,120,272
272,115,273
273,296,274
274,316,275
275,385,276
276,122,277
277,199,278
278,225,279
279,131,280
280,135,281
281,133,282
282,126,283
283,127,284
284,143,285
285,275,286
286,332,287
287,335,288
288,344,289
289,134,290
290,210,291
291,216,292
292,441,293
293,188,294
294,136,295
295,183,296
296,304,297
297,407,298
298,141,299
299,137,300
300,184,301
301,448,302
302,232,303
303,138,304
304,139,305
305,142,306
306,140,307
307,160,308
308,168,309
309,149,310
310,162,311
311,175,312
312,185,313
313,206,314
314,235,315
315,236,316
316,237,317
317,244,318
318,258,319
319,259,320
320,306,321
321,311,322
322,318,323
323,320,324
324,321,325
325,322,326
326,323,327
327,324,328
328,325,329
329,326,330
330,327,331
331,328,332
332,329,333
333,333,334
334,334,335
335,336,336
336,368,337
337,370,338
338,405,339
339,416,340
340,424,341
341,425,342
342,430,343
343,431,344
344,196,345
345,197,346
346,200,347
347,246,348
348,295,349
349,302,350
350,419,351
351,438,352
352,355,353
353,429,354
354,151,355
355,265,356
356,271,357
357,276,358
358,286,359
359,391,360
360,415,361
361,421,362
362,215,363
363,264,364
364,267,365
365,317,366
366,382,367
367,388,368
368,434,369
369,435,370
370,161,371
371,393,372
372,163,373
373,361,374
374,362,375
375,420,376
376,180,377
377,177,378
378,330,379
379,179,380
380,178,381
381,181,382
382,310,383
383,347,384
384,187,385
385,234,386
386,453,387
387,191,388
388,194,389
389,195,390
390,203,391
391,204,392
392,213,393
393,219,394
394,226,395
395,239,396
396,247,397
397,251,398
398,252,399
399,253,400
400,254,401
401,255,402
402,256,403
403,260,404
404,279,405
405,283,406
406,284,407
407,293,408
408,294,409
409,305,410
410,307,411
411,308,412
412,313,413
413,314,414
414,315,415
415,319,416
416,331,417
417,338,418
418,339,419
419,341,420
420,345,421
421,346,422
422,363,423
423,369,424
424,375,425
425,381,426
426,400,427
427,410,428
428,411,429
429,418,430
430,439,431
431,442,432
432,450,433
433,423,434
434,189,435
435,192,436
436,263,437
437,397,438
438,209,439
439,357,440
440,240,441
441,257,442
442,378,443
443,379,444
444,242,445
445,380,446
446,366,447
447,351,448
448,358,449
449,367,450
450,403,451
451,398,452
452,377,453
